frame,track,u,v
0,0,None,None
0,1,None,None
0,2,162.38,161.41
0,3,None,None
0,4,None,None
1,0,341.67,140.4
1,1,None,None
1,2,162.53,162.37
1,3,None,None
1,4,None,None
2,0,340.47,140.07
2,1,None,None
2,2,162.61,162.08
2,3,None,None
2,4,None,None
3,0,None,None
3,1,None,None
3,2,162.32,161.83
3,3,None,None
3,4,None,None
4,0,None,None
4,1,None,None
4,2,162.08,162.02
4,3,None,None
4,4,None,None
5,0,None,None
5,1,None,None
5,2,161.98,161.88
5,3,None,None
5,4,None,None
6,0,None,None
6,1,None,None
6,2,161.53,161.76
6,3,None,None
6,4,None,None
7,0,None,None
7,1,219.38,162.65
7,2,160.48,159.92
7,3,None,None
7,4,None,None
8,0,None,None
8,1,219.59,162.82
8,2,159.7,159.39
8,3,None,None
8,4,None,None
9,0,None,None
9,1,219.45,163.14
9,2,159.57,159.26
9,3,None,None
9,4,None,None
10,0,None,None
10,1,219.69,163.39
10,2,159.01,158.88
10,3,None,None
10,4,None,None
11,0,None,None
11,1,159.44,156.05
11,2,220.33,161.46
11,3,None,None
11,4,None,None
12,0,429.8,48.86
12,1,220.49,162.37
12,2,159.3,156.65
12,3,None,None
12,4,None,None
13,0,None,None
13,1,220.78,163.7
13,2,159.45,157.23
13,3,None,None
13,4,None,None
14,0,None,None
14,1,222.06,166.98
14,2,159.11,159.18
14,3,None,None
14,4,None,None
15,0,None,None
15,1,222.02,166.57
15,2,159.01,159.23
15,3,None,None
15,4,None,None
16,0,None,None
16,1,None,None
16,2,222.27,167.26
16,3,None,None
16,4,None,None
17,0,None,None
17,1,None,None
17,2,221.81,166.96
17,3,None,None
17,4,None,None
18,0,None,None
18,1,None,None
18,2,223.2,169.04
18,3,None,None
18,4,None,None
19,0,None,None
19,1,None,None
19,2,223.11,169.39
19,3,None,None
19,4,None,None
20,0,None,None
20,1,None,None
20,2,222.21,170.78
20,3,None,None
20,4,None,None
21,0,None,None
21,1,None,None
21,2,222.21,171.59
21,3,None,None
21,4,None,None
22,0,None,None
22,1,None,None
22,2,None,None
22,3,None,None
22,4,None,None
23,0,None,None
23,1,None,None
23,2,None,None
23,3,221.53,174.38
23,4,None,None
24,0,None,None
24,1,None,None
24,2,None,None
24,3,221.59,175.17
24,4,None,None
25,0,None,None
25,1,None,None
25,2,None,None
25,3,None,None
25,4,None,None
26,0,None,None
26,1,None,None
26,2,None,None
26,3,None,None
26,4,234.06,177.8
27,0,None,None
27,1,None,None
27,2,None,None
27,3,None,None
27,4,234.36,177.22
28,0,None,None
28,1,None,None
28,2,None,None
28,3,None,None
28,4,234.23,177.43
