frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
1,0,None,None
1,1,None,None
1,2,None,None
1,3,None,None
2,0,None,None
2,1,None,None
2,2,None,None
2,3,None,None
3,0,None,None
3,1,None,None
3,2,None,None
3,3,None,None
4,0,None,None
4,1,None,None
4,2,None,None
4,3,None,None
5,0,None,None
5,1,None,None
5,2,355.73,161.19
5,3,None,None
6,0,None,None
6,1,None,None
6,2,356.26,161.99
6,3,None,None
7,0,None,None
7,1,None,None
7,2,356.2,161.82
7,3,None,None
8,0,None,None
8,1,None,None
8,2,356.18,161.54
8,3,None,None
9,0,None,None
9,1,None,None
9,2,360.27,162.12
9,3,None,None
10,0,None,None
10,1,None,None
10,2,365.34,161.72
10,3,None,None
11,0,None,None
11,1,None,None
11,2,367.11,161.4
11,3,None,None
12,0,491.57,138.77
12,1,None,None
12,2,367.88,161.47
12,3,None,None
13,0,490.99,138.86
13,1,None,None
13,2,367.98,161.34
13,3,None,None
14,0,489.88,137.62
14,1,None,None
14,2,367.64,160.86
14,3,None,None
15,0,489.03,137.4
15,1,None,None
15,2,362.66,161.48
15,3,None,None
16,0,524.72,138.36
16,1,None,None
16,2,362.05,163.17
16,3,None,None
17,0,None,None
17,1,525.96,138.13
17,2,362.92,164.71
17,3,None,None
18,0,None,None
18,1,525.36,136.85
18,2,360.17,163.63
18,3,None,None
19,0,None,None
19,1,None,None
19,2,360.57,160.05
19,3,None,None
20,0,None,None
20,1,None,None
20,2,360.72,160.46
20,3,None,None
21,0,None,None
21,1,None,None
21,2,369.77,161.17
21,3,None,None
22,0,None,None
22,1,None,None
22,2,369.73,161.18
22,3,None,None
23,0,None,None
23,1,None,None
23,2,370.63,162.81
23,3,None,None
24,0,None,None
24,1,None,None
24,2,371.89,162.39
24,3,None,None
25,0,None,None
25,1,None,None
25,2,373.39,162.85
25,3,None,None
26,0,None,None
26,1,None,None
26,2,None,None
26,3,374.07,162.1
27,0,None,None
27,1,None,None
27,2,None,None
27,3,374.04,161.69
28,0,None,None
28,1,None,None
28,2,None,None
28,3,374.06,161.47
