frame,track,u,v
0,0,371.21,169.47
0,1,None,None
0,2,None,None
0,3,None,None
0,4,None,None
0,5,None,None
0,6,None,None
1,0,370.54,170.24
1,1,None,None
1,2,None,None
1,3,None,None
1,4,None,None
1,5,None,None
1,6,None,None
2,0,None,None
2,1,None,None
2,2,None,None
2,3,None,None
2,4,None,None
2,5,None,None
2,6,None,None
3,0,None,None
3,1,None,None
3,2,418.78,151.57
3,3,None,None
3,4,None,None
3,5,None,None
3,6,None,None
4,0,None,None
4,1,None,None
4,2,418.18,151.66
4,3,None,None
4,4,None,None
4,5,None,None
4,6,None,None
5,0,None,None
5,1,None,None
5,2,418.31,151.86
5,3,None,None
5,4,None,None
5,5,None,None
5,6,None,None
6,0,None,None
6,1,None,None
6,2,360.45,165.33
6,3,None,None
6,4,None,None
6,5,None,None
6,6,None,None
7,0,None,None
7,1,None,None
7,2,414.24,152.51
7,3,None,None
7,4,None,None
7,5,359.58,165.02
7,6,None,None
8,0,None,None
8,1,None,None
8,2,411.55,153.38
8,3,None,None
8,4,None,None
8,5,359.6,165.08
8,6,None,None
9,0,None,None
9,1,None,None
9,2,408.25,152.97
9,3,None,None
9,4,None,None
9,5,357.96,164.76
9,6,None,None
10,0,None,None
10,1,None,None
10,2,408.46,150.92
10,3,None,None
10,4,None,None
10,5,359.46,164.92
10,6,None,None
11,0,None,None
11,1,407.24,150.6
11,2,358.32,163.56
11,3,None,None
11,4,None,None
11,5,550.83,164.54
11,6,None,None
12,0,None,None
12,1,407.56,149.61
12,2,359.4,163.8
12,3,None,None
12,4,None,None
12,5,552.23,164.03
12,6,None,None
13,0,None,None
13,1,None,None
13,2,359.62,149.67
13,3,None,None
13,4,None,None
13,5,552.58,163.38
13,6,None,None
14,0,None,None
14,1,359.93,149.24
14,2,154.16,153.77
14,3,None,None
14,4,None,None
14,5,559.4,164.23
14,6,None,None
15,0,None,None
15,1,None,None
15,2,562.5,162.56
15,3,None,None
15,4,None,None
15,5,370.14,148.13
15,6,None,None
16,0,None,None
16,1,None,None
16,2,542.43,160.98
16,3,None,None
16,4,None,None
16,5,None,None
16,6,370.6,147.15
17,0,None,None
17,1,None,None
17,2,None,None
17,3,545.07,161.06
17,4,None,None
17,5,None,None
17,6,370.81,146.77
18,0,None,None
18,1,None,None
18,2,None,None
18,3,545.99,160.61
18,4,None,None
18,5,None,None
18,6,370.63,146.33
19,0,None,None
19,1,None,None
19,2,None,None
19,3,None,None
19,4,369.84,147.03
19,5,None,None
19,6,547.04,160.14
20,0,None,None
20,1,None,None
20,2,None,None
20,3,None,None
20,4,369.63,148.21
20,5,None,None
20,6,None,None
21,0,None,None
21,1,None,None
21,2,370.97,163.41
21,3,None,None
21,4,None,None
21,5,554.0,162.39
21,6,417.73,150.65
22,0,None,None
22,1,None,None
22,2,None,None
22,3,None,None
22,4,None,None
22,5,371.56,151.1
22,6,None,None
