frame,track,u,v
0,0,None,None
0,1,None,None
0,2,250.27,146.5
0,3,None,None
0,4,None,None
0,5,None,None
1,0,None,None
1,1,None,None
1,2,250.31,146.39
1,3,None,None
1,4,417.23,119.08
1,5,None,None
2,0,None,None
2,1,159.35,143.32
2,2,250.24,146.64
2,3,None,None
2,4,417.48,119.12
2,5,None,None
3,0,327.94,139.97
3,1,159.88,142.88
3,2,250.08,146.29
3,3,None,None
3,4,417.56,118.82
3,5,None,None
4,0,327.91,140.11
4,1,160.13,142.7
4,2,250.12,145.49
4,3,None,None
4,4,417.73,118.39
4,5,None,None
5,0,250.01,143.98
5,1,327.72,140.57
5,2,160.35,142.23
5,3,None,None
5,4,417.7,118.09
5,5,None,None
6,0,160.4,142.26
6,1,250.29,144.2
6,2,327.34,141.2
6,3,None,None
6,4,417.74,118.49
6,5,None,None
7,0,None,None
7,1,250.51,143.4
7,2,160.52,141.25
7,3,None,None
7,4,417.48,118.66
7,5,None,None
8,0,None,None
8,1,251.05,142.55
8,2,418.04,119.24
8,3,None,None
8,4,160.78,140.67
8,5,None,None
9,0,None,None
9,1,160.98,140.73
9,2,255.32,143.01
9,3,None,None
9,4,417.68,120.57
9,5,None,None
10,0,None,None
10,1,161.59,142.76
10,2,257.97,143.32
10,3,None,None
10,4,417.42,120.62
10,5,None,None
11,0,None,None
11,1,417.45,121.47
11,2,161.18,144.39
11,3,None,None
11,4,258.66,143.06
11,5,None,None
12,0,None,None
12,1,None,None
12,2,163.22,144.32
12,3,None,None
12,4,258.74,141.91
12,5,None,None
13,0,None,None
13,1,None,None
13,2,None,None
13,3,None,None
13,4,259.16,141.99
13,5,None,None
14,0,None,None
14,1,None,None
14,2,None,None
14,3,162.07,141.66
14,4,None,None
14,5,259.01,142.35
15,0,None,None
15,1,None,None
15,2,None,None
15,3,161.66,139.92
15,4,325.02,142.23
15,5,258.09,141.95
