frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
1,0,None,None
1,1,None,None
1,2,None,None
1,3,382.4,203.76
2,0,None,None
2,1,None,None
2,2,None,None
2,3,382.04,203.75
3,0,None,None
3,1,None,None
3,2,None,None
3,3,381.85,204.08
4,0,None,None
4,1,None,None
4,2,None,None
4,3,382.02,203.92
5,0,None,None
5,1,None,None
5,2,None,None
5,3,382.61,204.62
6,0,None,None
6,1,None,None
6,2,None,None
6,3,64.44,194.87
7,0,None,None
7,1,None,None
7,2,None,None
7,3,65.18,195.21
8,0,None,None
8,1,None,None
8,2,None,None
8,3,61.17,196.82
9,0,None,None
9,1,None,None
9,2,None,None
9,3,49.71,196.21
10,0,None,None
10,1,None,None
10,2,None,None
10,3,47.7,194.66
11,0,None,None
11,1,None,None
11,2,None,None
11,3,47.57,193.33
12,0,None,None
12,1,None,None
12,2,None,None
12,3,47.35,192.83
13,0,356.82,203.49
13,1,None,None
13,2,None,None
13,3,48.4,193.49
14,0,357.4,204.0
14,1,None,None
14,2,None,None
14,3,49.61,194.03
15,0,None,None
15,1,None,None
15,2,None,None
15,3,343.2,203.11
16,0,None,None
16,1,None,None
16,2,None,None
16,3,338.92,202.99
17,0,None,None
17,1,None,None
17,2,None,None
17,3,333.0,202.6
18,0,None,None
18,1,None,None
18,2,None,None
18,3,331.14,203.25
19,0,None,None
19,1,None,None
19,2,None,None
19,3,326.98,203.18
20,0,None,None
20,1,None,None
20,2,None,None
20,3,345.25,204.7
21,0,None,None
21,1,None,None
21,2,343.76,202.3
21,3,8.67,125.37
22,0,None,None
22,1,None,None
22,2,343.76,202.31
22,3,8.85,126.72
23,0,None,None
23,1,None,None
23,2,344.1,201.7
23,3,10.94,126.32
24,0,None,None
24,1,None,None
24,2,346.04,203.04
24,3,12.67,128.64
25,0,None,None
25,1,None,None
25,2,347.03,204.07
25,3,20.39,127.42
26,0,None,None
26,1,346.1,202.42
26,2,273.4,194.52
26,3,21.84,126.32
27,0,None,None
27,1,347.04,203.92
27,2,None,None
27,3,None,None
