frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
0,4,None,None
0,5,None,None
0,6,None,None
0,7,None,None
1,0,None,None
1,1,None,None
1,2,None,None
1,3,None,None
1,4,None,None
1,5,None,None
1,6,None,None
1,7,None,None
2,0,439.15,146.19
2,1,None,None
2,2,None,None
2,3,None,None
2,4,None,None
2,5,None,None
2,6,None,None
2,7,None,None
3,0,441.53,146.33
3,1,None,None
3,2,None,None
3,3,None,None
3,4,None,None
3,5,None,None
3,6,None,None
3,7,None,None
4,0,443.95,147.3
4,1,None,None
4,2,None,None
4,3,None,None
4,4,None,None
4,5,None,None
4,6,None,None
4,7,None,None
5,0,450.56,145.45
5,1,None,None
5,2,None,None
5,3,None,None
5,4,None,None
5,5,None,None
5,6,None,None
5,7,None,None
6,0,None,None
6,1,None,None
6,2,None,None
6,3,None,None
6,4,None,None
6,5,None,None
6,6,None,None
6,7,None,None
7,0,None,None
7,1,None,None
7,2,None,None
7,3,None,None
7,4,None,None
7,5,None,None
7,6,None,None
7,7,None,None
8,0,None,None
8,1,None,None
8,2,None,None
8,3,None,None
8,4,None,None
8,5,None,None
8,6,None,None
8,7,None,None
9,0,None,None
9,1,None,None
9,2,None,None
9,3,458.64,143.38
9,4,None,None
9,5,None,None
9,6,None,None
9,7,None,None
10,0,None,None
10,1,None,None
10,2,None,None
10,3,460.59,142.97
10,4,None,None
10,5,None,None
10,6,None,None
10,7,None,None
11,0,None,None
11,1,None,None
11,2,None,None
11,3,463.07,141.76
11,4,None,None
11,5,None,None
11,6,None,None
11,7,None,None
12,0,None,None
12,1,186.48,156.83
12,2,None,None
12,3,None,None
12,4,None,None
12,5,None,None
12,6,None,None
12,7,None,None
13,0,None,None
13,1,185.76,156.55
13,2,None,None
13,3,None,None
13,4,None,None
13,5,None,None
13,6,None,None
13,7,None,None
14,0,None,None
14,1,None,None
14,2,None,None
14,3,None,None
14,4,None,None
14,5,None,None
14,6,None,None
14,7,None,None
15,0,None,None
15,1,None,None
15,2,None,None
15,3,None,None
15,4,None,None
15,5,None,None
15,6,None,None
15,7,None,None
16,0,None,None
16,1,None,None
16,2,None,None
16,3,None,None
16,4,None,None
16,5,None,None
16,6,None,None
16,7,None,None
17,0,None,None
17,1,None,None
17,2,None,None
17,3,None,None
17,4,None,None
17,5,201.16,158.96
17,6,None,None
17,7,None,None
18,0,None,None
18,1,None,None
18,2,None,None
18,3,None,None
18,4,None,None
18,5,201.75,158.59
18,6,None,None
18,7,None,None
19,0,None,None
19,1,None,None
19,2,None,None
19,3,None,None
19,4,None,None
19,5,None,None
19,6,None,None
19,7,None,None
20,0,None,None
20,1,None,None
20,2,None,None
20,3,1.0,2.97
20,4,196.98,156.94
20,5,None,None
20,6,None,None
20,7,None,None
21,0,None,None
21,1,None,None
21,2,None,None
21,3,None,None
21,4,196.44,157.57
21,5,None,None
21,6,None,None
21,7,None,None
22,0,None,None
22,1,None,None
22,2,None,None
22,3,None,None
22,4,None,None
22,5,None,None
22,6,None,None
22,7,None,None
23,0,None,None
23,1,None,None
23,2,None,None
23,3,None,None
23,4,None,None
23,5,530.11,129.03
23,6,None,None
23,7,None,None
24,0,None,None
24,1,None,None
24,2,234.9,161.85
24,3,None,None
24,4,None,None
24,5,539.09,129.18
24,6,None,None
24,7,None,None
25,0,None,None
25,1,None,None
25,2,234.57,161.02
25,3,None,None
25,4,None,None
25,5,None,None
25,6,None,None
25,7,None,None
26,0,None,None
26,1,None,None
26,2,None,None
26,3,None,None
26,4,None,None
26,5,None,None
26,6,549.4,125.48
26,7,None,None
27,0,None,None
27,1,None,None
27,2,None,None
27,3,None,None
27,4,None,None
27,5,None,None
27,6,551.53,123.68
27,7,None,None
28,0,None,None
28,1,None,None
28,2,None,None
28,3,None,None
28,4,None,None
28,5,None,None
28,6,554.93,118.3
28,7,243.01,161.07
29,0,None,None
29,1,None,None
29,2,558.49,119.99
29,3,None,None
29,4,None,None
29,5,None,None
29,6,163.25,156.29
29,7,244.32,161.02
