frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
1,0,368.61,158.17
1,1,None,None
1,2,None,None
2,0,367.88,158.65
2,1,None,None
2,2,None,None
3,0,366.2,161.09
3,1,None,None
3,2,None,None
4,0,364.42,162.42
4,1,None,None
4,2,None,None
5,0,124.37,142.47
5,1,None,None
5,2,None,None
6,0,122.41,142.19
6,1,None,None
6,2,None,None
7,0,117.17,138.36
7,1,None,None
7,2,None,None
8,0,352.81,161.97
8,1,None,None
8,2,None,None
9,0,348.81,158.71
9,1,None,None
9,2,None,None
10,0,None,None
10,1,347.02,157.6
10,2,145.1,146.7
11,0,None,None
11,1,346.46,156.86
11,2,145.67,147.2
12,0,None,None
12,1,346.16,156.64
12,2,146.03,147.14
13,0,None,None
13,1,346.5,157.05
13,2,115.25,143.91
14,0,None,None
14,1,112.01,143.02
14,2,344.67,157.29
15,0,None,None
15,1,341.69,158.53
15,2,112.42,148.27
16,0,None,None
16,1,340.28,156.0
16,2,113.27,147.97
17,0,None,None
17,1,113.33,147.63
17,2,339.8,155.03
18,0,None,None
18,1,339.65,154.57
18,2,113.4,147.4
19,0,None,None
19,1,113.32,148.47
19,2,339.36,154.93
20,0,None,None
20,1,337.66,155.07
20,2,113.34,148.5
21,0,None,None
21,1,337.48,158.97
21,2,112.98,149.21
22,0,None,None
22,1,335.28,157.68
22,2,112.43,148.66
23,0,None,None
23,1,334.57,156.63
23,2,112.99,148.22
24,0,None,None
24,1,None,None
24,2,335.99,155.94
