frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
1,0,None,None
1,1,None,None
1,2,None,None
1,3,None,None
2,0,None,None
2,1,None,None
2,2,None,None
2,3,None,None
3,0,None,None
3,1,None,None
3,2,None,None
3,3,137.49,155.78
4,0,None,None
4,1,None,None
4,2,None,None
4,3,137.89,156.31
5,0,None,None
5,1,None,None
5,2,None,None
5,3,0.68,135.37
6,0,None,None
6,1,None,None
6,2,None,None
6,3,0.33,135.94
7,0,None,None
7,1,None,None
7,2,None,None
7,3,294.97,146.88
8,0,None,None
8,1,None,None
8,2,None,None
8,3,357.97,145.81
9,0,12.42,133.39
9,1,125.34,156.55
9,2,None,None
9,3,286.2,143.81
10,0,11.79,133.46
10,1,125.2,156.57
10,2,None,None
10,3,349.03,144.32
11,0,12.66,133.54
11,1,124.92,156.9
11,2,349.54,144.93
11,3,279.68,142.73
12,0,None,None
12,1,12.51,134.32
12,2,349.97,145.26
12,3,278.4,141.72
13,0,None,None
13,1,1.0,133.98
13,2,None,None
13,3,349.64,144.57
