frame,track,u,v
0,0,None,None
0,1,None,None
1,0,None,None
1,1,None,None
2,0,None,None
2,1,None,None
3,0,None,None
3,1,None,None
4,0,None,None
4,1,None,None
5,0,None,None
5,1,None,None
6,0,None,None
6,1,358.07,170.63
7,0,None,None
7,1,358.04,170.48
8,0,None,None
8,1,357.82,170.67
9,0,None,None
9,1,357.92,170.9
10,0,None,None
10,1,358.09,171.22
11,0,None,None
11,1,358.21,171.08
12,0,None,None
12,1,359.46,170.92
13,0,None,None
13,1,345.8,168.54
14,0,229.95,148.51
14,1,345.23,167.84
15,0,229.81,148.6
15,1,345.59,167.38
16,0,231.59,148.82
16,1,345.95,167.7
17,0,233.95,147.2
17,1,347.39,167.85
18,0,234.51,148.75
18,1,347.46,167.41
19,0,246.21,147.58
19,1,359.42,168.51
20,0,248.88,151.46
20,1,359.5,168.08
21,0,249.26,148.66
21,1,369.66,170.52
22,0,256.95,151.92
22,1,370.49,170.88
23,0,258.1,148.91
23,1,371.57,172.11
24,0,None,None
24,1,258.89,147.72
