frame,track,u,v
0,0,None,None
0,1,None,None
1,0,None,None
1,1,None,None
2,0,None,None
2,1,None,None
3,0,None,None
3,1,None,None
4,0,None,None
4,1,None,None
5,0,None,None
5,1,None,None
6,0,266.01,192.77
6,1,None,None
7,0,267.19,191.92
7,1,None,None
8,0,269.38,190.83
8,1,None,None
9,0,272.24,188.53
9,1,None,None
10,0,276.27,189.68
10,1,None,None
11,0,None,None
11,1,278.2,190.01
12,0,None,None
12,1,279.37,190.03
13,0,None,None
13,1,279.11,190.11
14,0,None,None
14,1,278.66,190.9
15,0,None,None
15,1,278.92,191.58
16,0,None,None
16,1,280.04,193.43
17,0,None,None
17,1,281.93,194.08
18,0,None,None
18,1,284.47,195.97
19,0,None,None
19,1,288.23,196.02
20,0,None,None
20,1,289.5,195.32
21,0,None,None
21,1,289.51,194.89
22,0,None,None
22,1,286.1,195.08
23,0,None,None
23,1,282.66,195.75
24,0,None,None
24,1,283.27,196.07
25,0,None,None
25,1,274.18,192.13
26,0,None,None
26,1,271.41,190.43
27,0,None,None
27,1,271.26,188.45
28,0,None,None
28,1,273.48,186.09
29,0,None,None
29,1,277.47,185.92
30,0,None,None
30,1,281.61,186.63
31,0,None,None
31,1,286.46,189.12
32,0,None,None
32,1,292.77,189.98
33,0,None,None
33,1,298.6,190.83
34,0,None,None
34,1,305.74,191.29
35,0,None,None
35,1,311.92,192.48
36,0,None,None
36,1,316.06,192.42
37,0,None,None
37,1,318.43,193.04
38,0,None,None
38,1,318.98,193.84
39,0,None,None
39,1,317.84,193.1
40,0,None,None
40,1,311.6,195.47
41,0,None,None
41,1,306.48,196.12
42,0,None,None
42,1,299.36,195.58
43,0,None,None
43,1,295.99,195.54
44,0,None,None
44,1,292.9,195.45
45,0,None,None
45,1,291.53,196.83
46,0,None,None
46,1,290.58,197.22
47,0,None,None
47,1,290.98,189.83
