frame,track,u,v
0,0,295.82,155.55
1,0,298.2,155.98
2,0,298.49,156.04
3,0,308.37,156.34
4,0,308.64,156.46
5,0,308.69,156.0
6,0,310.94,156.55
7,0,311.2,156.47
8,0,325.81,158.38
9,0,371.15,159.55
10,0,370.71,164.21
11,0,337.83,168.76
12,0,339.74,167.91
13,0,347.3,165.23
14,0,349.86,166.8
15,0,355.41,166.73
16,0,359.07,168.99
17,0,360.97,168.17
18,0,362.04,167.88
19,0,365.09,168.93
20,0,372.07,167.91
21,0,349.61,167.51
22,0,347.51,168.55
23,0,335.74,168.87
24,0,334.19,170.78
25,0,333.49,164.29
26,0,333.3,164.91
27,0,324.12,165.15
28,0,323.79,164.73
29,0,322.71,164.71
30,0,321.0,164.63
31,0,319.99,165.07
32,0,320.5,165.94
33,0,320.9,166.35
34,0,321.57,165.58
35,0,311.45,165.46
36,0,311.43,165.43
37,0,311.21,165.47
38,0,319.99,168.83
39,0,318.85,169.59
40,0,318.72,170.34
41,0,311.89,171.93
42,0,307.9,170.69
43,0,309.05,169.35
44,0,309.42,166.92
45,0,294.6,165.23
46,0,294.58,164.35
47,0,294.93,163.17
48,0,294.0,162.7
