frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
0,4,None,None
1,0,None,None
1,1,None,None
1,2,None,None
1,3,None,None
1,4,None,None
2,0,None,None
2,1,None,None
2,2,None,None
2,3,None,None
2,4,None,None
3,0,359.74,149.75
3,1,None,None
3,2,None,None
3,3,None,None
3,4,None,None
4,0,358.98,149.82
4,1,None,None
4,2,None,None
4,3,None,None
4,4,None,None
5,0,355.85,150.37
5,1,None,None
5,2,None,None
5,3,None,None
5,4,None,None
6,0,353.69,150.33
6,1,None,None
6,2,None,None
6,3,None,None
6,4,125.85,102.3
7,0,352.15,149.68
7,1,None,None
7,2,None,None
7,3,None,None
7,4,125.15,102.25
8,0,350.71,149.05
8,1,None,None
8,2,None,None
8,3,None,None
8,4,122.67,97.74
9,0,350.71,147.97
9,1,None,None
9,2,None,None
9,3,None,None
9,4,121.21,91.25
10,0,383.96,147.2
10,1,None,None
10,2,None,None
10,3,None,None
10,4,121.44,88.69
11,0,418.3,146.92
11,1,None,None
11,2,None,None
11,3,None,None
11,4,123.66,86.96
12,0,420.68,147.47
12,1,None,None
12,2,None,None
12,3,None,None
12,4,123.7,83.93
13,0,422.68,147.73
13,1,None,None
13,2,None,None
13,3,None,None
13,4,354.67,148.71
14,0,426.22,147.91
14,1,None,None
14,2,None,None
14,3,None,None
14,4,357.26,148.74
15,0,None,None
15,1,None,None
15,2,None,None
15,3,256.59,124.82
15,4,428.15,148.17
16,0,None,None
16,1,None,None
16,2,None,None
16,3,257.42,125.65
16,4,430.18,148.64
17,0,None,None
17,1,None,None
17,2,None,None
17,3,259.63,122.82
17,4,402.36,147.25
18,0,None,None
18,1,None,None
18,2,None,None
18,3,None,None
18,4,405.82,147.39
19,0,None,None
19,1,None,None
19,2,None,None
19,3,None,None
19,4,None,None
20,0,None,None
20,1,None,None
20,2,410.05,149.28
20,3,None,None
20,4,None,None
21,0,None,None
21,1,None,None
21,2,411.14,150.03
21,3,None,None
21,4,None,None
22,0,None,None
22,1,None,None
22,2,412.82,149.46
22,3,None,None
22,4,None,None
23,0,None,None
23,1,414.26,149.36
23,2,None,None
23,3,None,None
23,4,None,None
24,0,None,None
24,1,416.47,148.74
24,2,None,None
24,3,173.23,120.31
24,4,None,None
25,0,None,None
25,1,None,None
25,2,162.76,121.48
25,3,None,None
25,4,None,None
26,0,None,None
26,1,422.85,147.09
26,2,167.41,120.01
26,3,None,None
26,4,None,None
27,0,None,None
27,1,None,None
27,2,None,None
27,3,None,None
27,4,427.76,145.54
