frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
0,4,None,None
0,5,None,None
0,6,None,None
1,0,305.16,148.99
1,1,None,None
1,2,None,None
1,3,None,None
1,4,None,None
1,5,None,None
1,6,None,None
2,0,304.66,149.78
2,1,431.79,172.97
2,2,None,None
2,3,366.38,160.62
2,4,None,None
2,5,None,None
2,6,None,None
3,0,None,None
3,1,430.36,173.59
3,2,None,None
3,3,366.14,159.6
3,4,None,None
3,5,None,None
3,6,None,None
4,0,None,None
4,1,424.09,173.14
4,2,294.32,147.81
4,3,366.26,159.22
4,4,None,None
4,5,None,None
4,6,None,None
5,0,None,None
5,1,425.8,173.16
5,2,294.47,147.71
5,3,366.18,159.05
5,4,None,None
5,5,None,None
5,6,None,None
6,0,None,None
6,1,None,None
6,2,432.03,173.55
6,3,366.38,159.45
6,4,None,None
6,5,None,None
6,6,None,None
7,0,None,None
7,1,None,None
7,2,433.88,173.08
7,3,304.43,148.68
7,4,None,None
7,5,None,None
7,6,None,None
8,0,None,None
8,1,None,None
8,2,435.41,172.8
8,3,303.17,147.93
8,4,None,None
8,5,None,None
8,6,368.93,159.57
9,0,None,None
9,1,None,None
9,2,435.86,172.27
9,3,304.86,146.83
9,4,None,None
9,5,None,None
9,6,369.5,159.29
10,0,None,None
10,1,None,None
10,2,435.98,173.28
10,3,305.24,146.7
10,4,None,None
10,5,None,None
10,6,369.47,158.9
11,0,None,None
11,1,None,None
11,2,436.48,173.11
11,3,305.78,146.48
11,4,None,None
11,5,None,None
11,6,369.92,159.89
12,0,None,None
12,1,None,None
12,2,369.94,158.56
12,3,437.25,173.14
12,4,None,None
12,5,None,None
12,6,306.23,146.81
13,0,None,None
13,1,None,None
13,2,None,None
13,3,370.11,161.37
13,4,436.77,173.15
13,5,None,None
13,6,305.96,148.18
14,0,None,None
14,1,None,None
14,2,None,None
14,3,None,None
14,4,436.63,173.12
14,5,None,None
14,6,370.33,162.51
15,0,None,None
15,1,None,None
15,2,None,None
15,3,None,None
15,4,436.27,173.09
15,5,370.04,160.99
15,6,None,None
16,0,None,None
16,1,None,None
16,2,None,None
16,3,None,None
16,4,436.08,172.75
16,5,369.91,160.78
16,6,None,None
17,0,None,None
17,1,None,None
17,2,None,None
17,3,None,None
17,4,435.59,172.5
17,5,369.76,160.63
17,6,None,None
18,0,None,None
18,1,None,None
18,2,None,None
18,3,None,None
18,4,369.37,160.62
18,5,434.63,173.44
18,6,300.14,149.38
