frame,track,u,v
0,0,None,None
0,1,259.52,162.42
1,0,None,None
1,1,259.93,163.12
2,0,None,None
2,1,260.18,162.93
3,0,None,None
3,1,260.66,163.03
4,0,None,None
4,1,23.65,136.61
5,0,None,None
5,1,17.47,137.18
6,0,None,None
6,1,1.0,139.09
7,0,None,None
7,1,1.0,139.14
8,0,None,None
8,1,7.76,139.86
9,0,None,None
9,1,264.28,163.78
10,0,None,None
10,1,264.69,163.49
11,0,None,None
11,1,275.21,162.47
12,0,None,None
12,1,280.17,157.73
13,0,None,None
13,1,294.55,159.16
14,0,None,None
14,1,297.43,161.51
15,0,None,None
15,1,306.74,160.66
16,0,None,None
16,1,306.82,158.92
17,0,85.17,140.79
17,1,306.99,158.11
18,0,85.25,140.84
18,1,305.54,154.87
19,0,85.03,140.02
19,1,306.31,153.47
20,0,102.5,145.65
20,1,306.19,153.03
21,0,103.17,145.77
21,1,320.26,155.36
22,0,111.13,148.17
22,1,320.95,157.17
23,0,112.74,149.4
23,1,320.76,155.56
24,0,110.87,150.38
24,1,318.59,157.51
25,0,110.54,150.72
25,1,319.29,158.35
26,0,108.91,150.55
26,1,321.33,158.25
27,0,108.49,150.75
27,1,321.05,158.13
28,0,108.88,150.42
28,1,320.0,157.73
29,0,110.83,150.67
29,1,320.02,157.19
30,0,111.07,150.61
30,1,319.55,157.38
31,0,110.16,151.23
31,1,318.49,158.27
