frame,track,u,v
0,0,None,None
0,1,None,None
1,0,None,None
1,1,None,None
2,0,None,None
2,1,None,None
3,0,None,None
3,1,102.62,149.83
4,0,None,None
4,1,102.54,149.8
5,0,None,None
5,1,102.87,149.75
6,0,None,None
6,1,106.19,149.09
7,0,None,None
7,1,108.46,149.54
8,0,None,None
8,1,113.36,149.97
9,0,None,None
9,1,118.88,150.5
10,0,None,None
10,1,118.91,150.75
11,0,None,None
11,1,279.05,130.75
12,0,None,None
12,1,277.81,136.57
13,0,None,None
13,1,276.09,137.85
14,0,None,None
14,1,276.12,139.24
15,0,136.93,161.1
15,1,276.55,139.62
16,0,136.85,160.48
16,1,276.0,139.94
17,0,137.01,160.6
17,1,275.86,139.91
18,0,134.98,157.42
18,1,275.3,139.91
19,0,134.35,157.53
19,1,275.04,140.19
20,0,273.55,141.54
20,1,127.26,157.42
21,0,271.62,139.35
21,1,125.36,157.66
22,0,268.34,139.62
22,1,124.56,158.84
23,0,267.27,139.26
23,1,123.82,158.47
24,0,268.52,138.73
24,1,110.52,158.2
25,0,268.74,139.0
25,1,110.78,158.19
26,0,269.31,140.06
26,1,110.53,158.34
27,0,269.75,140.89
27,1,110.49,158.43
