frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
1,0,379.5,163.52
1,1,None,None
1,2,None,None
2,0,379.73,163.13
2,1,None,None
2,2,None,None
3,0,64.76,147.52
3,1,None,None
3,2,None,None
4,0,67.15,152.8
4,1,None,None
4,2,None,None
5,0,63.72,152.73
5,1,None,None
5,2,None,None
6,0,63.46,153.98
6,1,186.34,159.28
6,2,None,None
7,0,71.96,154.26
7,1,186.58,158.84
7,2,None,None
8,0,61.9,152.8
8,1,185.36,160.41
8,2,None,None
9,0,59.09,152.61
9,1,187.45,161.84
9,2,360.67,161.86
10,0,53.98,149.29
10,1,174.16,156.79
10,2,360.82,161.91
11,0,49.71,149.12
11,1,358.68,160.84
11,2,173.19,156.43
12,0,None,None
12,1,355.58,160.69
12,2,37.12,149.29
13,0,None,None
13,1,25.06,148.83
13,2,351.43,160.63
14,0,None,None
14,1,23.3,147.34
14,2,348.05,160.2
15,0,None,None
15,1,344.6,159.44
15,2,14.23,147.13
16,0,None,None
16,1,343.22,159.09
16,2,13.44,147.39
17,0,None,None
17,1,344.37,159.14
17,2,11.13,146.91
18,0,None,None
18,1,343.48,159.18
18,2,12.49,147.51
