frame,track,u,v
0,0,236.56,195.34
0,1,None,None
0,2,None,None
0,3,None,None
0,4,None,None
1,0,236.69,194.72
1,1,None,None
1,2,None,None
1,3,None,None
1,4,None,None
2,0,None,None
2,1,None,None
2,2,None,None
2,3,None,None
2,4,None,None
3,0,None,None
3,1,None,None
3,2,None,None
3,3,None,None
3,4,None,None
4,0,None,None
4,1,None,None
4,2,None,None
4,3,None,None
4,4,None,None
5,0,None,None
5,1,None,None
5,2,None,None
5,3,None,None
5,4,None,None
6,0,None,None
6,1,None,None
6,2,None,None
6,3,237.68,195.31
6,4,None,None
7,0,None,None
7,1,None,None
7,2,None,None
7,3,237.54,195.46
7,4,None,None
8,0,None,None
8,1,None,None
8,2,None,None
8,3,237.46,196.86
8,4,None,None
9,0,None,None
9,1,None,None
9,2,None,None
9,3,237.04,197.02
9,4,None,None
10,0,None,None
10,1,None,None
10,2,None,None
10,3,236.0,198.17
10,4,None,None
11,0,None,None
11,1,None,None
11,2,None,None
11,3,236.63,199.2
11,4,None,None
12,0,None,None
12,1,None,None
12,2,None,None
12,3,236.72,199.98
12,4,None,None
13,0,None,None
13,1,None,None
13,2,None,None
13,3,237.25,197.16
13,4,None,None
14,0,None,None
14,1,None,None
14,2,None,None
14,3,237.61,197.0
14,4,None,None
15,0,None,None
15,1,None,None
15,2,None,None
15,3,237.87,196.09
15,4,None,None
16,0,None,None
16,1,None,None
16,2,None,None
16,3,237.96,195.58
16,4,None,None
17,0,None,None
17,1,None,None
17,2,None,None
17,3,247.55,195.57
17,4,None,None
18,0,None,None
18,1,None,None
18,2,None,None
18,3,532.59,179.64
18,4,None,None
19,0,None,None
19,1,None,None
19,2,None,None
19,3,534.32,176.46
19,4,None,None
20,0,None,None
20,1,None,None
20,2,None,None
20,3,558.61,183.61
20,4,None,None
21,0,None,None
21,1,None,None
21,2,None,None
21,3,575.21,192.81
21,4,None,None
22,0,None,None
22,1,None,None
22,2,271.9,199.34
22,3,578.38,193.28
22,4,None,None
23,0,None,None
23,1,None,None
23,2,271.75,198.88
23,3,None,None
23,4,None,None
24,0,None,None
24,1,None,None
24,2,150.11,175.35
24,3,None,None
24,4,None,None
25,0,None,None
25,1,None,None
25,2,141.34,175.77
25,3,None,None
25,4,None,None
26,0,None,None
26,1,None,None
26,2,126.5,173.92
26,3,None,None
26,4,None,None
27,0,None,None
27,1,None,None
27,2,118.38,174.22
27,3,None,None
27,4,None,None
28,0,None,None
28,1,259.28,196.32
28,2,None,None
28,3,None,None
28,4,None,None
29,0,None,None
29,1,259.76,196.02
29,2,None,None
29,3,577.39,187.62
29,4,109.07,170.24
30,0,None,None
30,1,261.39,196.29
30,2,None,None
30,3,None,None
30,4,108.82,169.75
