frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
1,0,None,None
1,1,None,None
1,2,None,None
1,3,None,None
2,0,None,None
2,1,None,None
2,2,259.66,195.9
2,3,None,None
3,0,None,None
3,1,None,None
3,2,259.04,195.86
3,3,None,None
4,0,None,None
4,1,None,None
4,2,245.37,191.81
4,3,None,None
5,0,None,None
5,1,None,None
5,2,110.28,170.93
5,3,None,None
6,0,None,None
6,1,None,None
6,2,107.95,172.17
6,3,None,None
7,0,None,None
7,1,None,None
7,2,101.67,172.94
7,3,408.83,182.53
8,0,None,None
8,1,None,None
8,2,100.95,170.02
8,3,409.23,181.68
9,0,259.43,189.89
9,1,None,None
9,2,96.69,167.74
9,3,407.0,181.23
10,0,259.29,190.4
10,1,None,None
10,2,94.45,166.62
10,3,405.76,179.86
11,0,405.29,178.34
11,1,None,None
11,2,94.82,162.49
11,3,260.3,190.87
12,0,405.76,177.48
12,1,None,None
12,2,96.17,161.42
12,3,263.97,190.99
13,0,267.25,191.52
13,1,None,None
13,2,None,None
13,3,403.59,176.55
14,0,None,None
14,1,None,None
14,2,None,None
14,3,270.34,190.93
15,0,None,None
15,1,None,None
15,2,None,None
15,3,101.5,168.22
16,0,None,None
16,1,272.04,191.42
16,2,None,None
16,3,100.7,169.99
17,0,97.68,168.19
17,1,271.52,190.64
17,2,None,None
17,3,None,None
18,0,None,None
18,1,94.16,164.76
18,2,None,None
18,3,271.15,182.23
19,0,None,None
19,1,88.5,158.9
19,2,269.29,190.14
19,3,None,None
20,0,85.23,154.71
20,1,None,None
20,2,None,None
20,3,None,None
