frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
1,0,None,None
1,1,None,None
1,2,None,None
2,0,None,None
2,1,261.03,178.0
2,2,372.01,192.2
3,0,None,None
3,1,261.5,178.46
3,2,370.78,192.46
4,0,None,None
4,1,261.85,178.31
4,2,370.63,192.64
5,0,None,None
5,1,257.37,177.84
5,2,370.72,191.4
6,0,None,None
6,1,254.19,177.1
6,2,360.76,189.59
7,0,None,None
7,1,251.95,176.34
7,2,359.67,188.88
8,0,None,None
8,1,245.16,176.09
8,2,356.53,188.74
9,0,None,None
9,1,238.93,175.57
9,2,346.1,189.31
10,0,None,None
10,1,230.51,173.94
10,2,343.39,189.02
11,0,None,None
11,1,226.71,173.76
11,2,342.65,187.84
12,0,None,None
12,1,226.18,172.6
12,2,342.74,188.17
13,0,None,None
13,1,226.89,171.91
13,2,344.67,186.9
14,0,None,None
14,1,225.93,171.5
14,2,344.31,188.14
15,0,None,None
15,1,213.88,169.95
15,2,342.77,187.76
16,0,None,None
16,1,219.32,165.67
16,2,342.06,187.63
17,0,None,None
17,1,221.3,166.76
17,2,368.98,189.23
18,0,None,None
18,1,204.83,163.55
18,2,354.68,188.26
19,0,None,None
19,1,None,None
19,2,354.17,188.17
20,0,None,None
20,1,None,None
20,2,215.0,125.01
21,0,None,None
21,1,None,None
21,2,238.62,119.93
22,0,214.24,140.88
22,1,None,None
22,2,329.0,183.16
23,0,213.22,140.71
23,1,324.51,182.18
23,2,372.45,184.92
24,0,None,None
24,1,129.25,146.99
24,2,None,None
25,0,None,None
25,1,None,None
25,2,285.48,189.16
26,0,None,None
26,1,331.97,187.0
26,2,None,None
