frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
1,0,None,None
1,1,323.84,169.67
1,2,None,None
1,3,None,None
2,0,410.29,159.65
2,1,323.91,169.48
2,2,None,None
2,3,None,None
3,0,412.0,160.28
3,1,335.09,170.4
3,2,None,None
3,3,None,None
4,0,None,None
4,1,348.26,170.36
4,2,None,None
4,3,None,None
5,0,None,None
5,1,348.56,170.12
5,2,None,None
5,3,None,None
6,0,None,None
6,1,360.62,171.78
6,2,None,None
6,3,None,None
7,0,None,None
7,1,362.16,174.44
7,2,None,None
7,3,None,None
8,0,None,None
8,1,361.93,175.34
8,2,None,None
8,3,None,None
9,0,None,None
9,1,359.19,173.58
9,2,None,None
9,3,None,None
10,0,None,None
10,1,359.73,173.29
10,2,None,None
10,3,None,None
11,0,None,None
11,1,358.64,172.75
11,2,None,None
11,3,None,None
12,0,None,None
12,1,349.34,172.84
12,2,None,None
12,3,None,None
13,0,None,None
13,1,436.71,146.42
13,2,None,None
13,3,None,None
14,0,None,None
14,1,433.51,147.09
14,2,None,None
14,3,None,None
15,0,None,None
15,1,429.91,118.98
15,2,None,None
15,3,None,None
16,0,None,None
16,1,426.76,157.36
16,2,None,None
16,3,None,None
17,0,None,None
17,1,335.02,169.34
17,2,None,None
17,3,None,None
18,0,None,None
18,1,423.09,158.73
18,2,336.24,170.38
18,3,None,None
19,0,None,None
19,1,423.06,156.77
19,2,336.65,170.28
19,3,None,None
20,0,None,None
20,1,423.75,156.3
20,2,336.94,170.72
20,3,None,None
21,0,None,None
21,1,425.67,147.39
21,2,322.14,169.58
21,3,None,None
22,0,None,None
22,1,322.78,169.59
22,2,425.81,144.79
22,3,None,None
23,0,None,None
23,1,None,None
23,2,348.09,169.88
23,3,None,None
24,0,None,None
24,1,None,None
24,2,336.75,170.77
24,3,None,None
25,0,None,None
25,1,None,None
25,2,None,None
25,3,None,None
26,0,None,None
26,1,None,None
26,2,None,None
26,3,None,None
27,0,None,None
27,1,None,None
27,2,None,None
27,3,346.23,170.94
28,0,None,None
28,1,None,None
28,2,None,None
28,3,346.72,170.74
29,0,None,None
29,1,None,None
29,2,None,None
29,3,347.56,170.82
