frame,track,u,v
0,0,None,None
0,1,None,None
1,0,None,None
1,1,None,None
2,0,None,None
2,1,None,None
3,0,272.35,192.27
3,1,None,None
4,0,272.11,191.77
4,1,None,None
5,0,260.91,194.68
5,1,None,None
6,0,259.46,196.06
6,1,None,None
7,0,250.4,197.24
7,1,None,None
8,0,248.06,197.12
8,1,None,None
9,0,246.53,194.39
9,1,None,None
10,0,243.9,194.16
10,1,None,None
11,0,236.89,195.83
11,1,None,None
12,0,222.54,195.99
12,1,None,None
13,0,222.41,192.52
13,1,None,None
14,0,212.67,191.57
14,1,None,None
15,0,210.0,190.08
15,1,None,None
16,0,221.93,189.55
16,1,None,None
17,0,222.1,191.13
17,1,None,None
18,0,222.81,191.8
18,1,None,None
19,0,220.67,191.36
19,1,None,None
20,0,236.01,190.99
20,1,None,None
21,0,236.05,193.58
21,1,None,None
22,0,245.87,192.82
22,1,None,None
23,0,260.93,192.57
23,1,None,None
24,0,259.57,198.74
24,1,None,None
25,0,261.33,197.01
25,1,None,None
26,0,261.13,191.62
26,1,None,None
27,0,272.32,190.8
27,1,None,None
28,0,272.76,187.01
28,1,None,None
29,0,273.15,183.81
29,1,None,None
30,0,272.43,182.08
30,1,None,None
31,0,271.66,180.25
31,1,None,None
32,0,271.44,178.69
32,1,None,None
33,0,282.41,180.56
33,1,None,None
34,0,273.15,180.5
34,1,None,None
35,0,271.63,183.57
35,1,None,None
36,0,None,None
36,1,None,None
37,0,None,None
37,1,None,None
38,0,None,None
38,1,None,None
39,0,None,None
39,1,None,None
40,0,None,None
40,1,260.02,190.45
41,0,None,None
41,1,256.52,189.22
42,0,None,None
42,1,215.4,185.6
43,0,None,None
43,1,206.79,185.04
44,0,None,None
44,1,244.95,197.28
45,0,None,None
45,1,200.07,192.05
46,0,None,None
46,1,233.07,198.45
