frame,track,u,v
0,0,None,None
0,1,None,None
1,0,None,None
1,1,None,None
2,0,None,None
2,1,None,None
3,0,None,None
3,1,None,None
4,0,None,None
4,1,None,None
5,0,None,None
5,1,None,None
6,0,None,None
6,1,None,None
7,0,None,None
7,1,None,None
8,0,None,None
8,1,None,None
9,0,None,None
9,1,None,None
10,0,391.67,176.64
10,1,None,None
11,0,392.38,176.64
11,1,None,None
12,0,396.14,177.52
12,1,None,None
13,0,394.4,175.75
13,1,None,None
14,0,392.26,175.06
14,1,None,None
15,0,390.5,174.07
15,1,None,None
16,0,None,None
16,1,None,None
17,0,None,None
17,1,None,None
18,0,None,None
18,1,None,None
19,0,None,None
19,1,None,None
20,0,None,None
20,1,None,None
21,0,None,None
21,1,None,None
22,0,None,None
22,1,None,None
23,0,None,None
23,1,None,None
24,0,None,None
24,1,None,None
25,0,None,None
25,1,None,None
26,0,None,None
26,1,None,None
27,0,None,None
27,1,None,None
28,0,None,None
28,1,None,None
29,0,None,None
29,1,None,None
30,0,361.95,173.5
30,1,None,None
31,0,None,None
31,1,None,None
32,0,None,None
32,1,None,None
33,0,None,None
33,1,None,None
34,0,None,None
34,1,None,None
35,0,None,None
35,1,None,None
36,0,None,None
36,1,None,None
37,0,None,None
37,1,None,None
38,0,None,None
38,1,None,None
39,0,None,None
39,1,None,None
40,0,None,None
40,1,None,None
41,0,None,None
41,1,323.56,168.29
42,0,None,None
42,1,323.44,168.15
43,0,None,None
43,1,334.49,167.3
44,0,None,None
44,1,334.48,161.5
45,0,None,None
45,1,323.93,159.12
