frameID,groupID,x,y,w,h
16192,3,17.64,125.14,133.08,231.6
16193,4,527.86,118.58,107.6,239.45
16193,2,8.35,170.12,66.63,123.5
16193,3,17.64,125.14,133.08,231.6
16194,4,527.86,118.58,107.6,239.45
16194,2,8.35,170.12,66.63,123.5
16194,3,17.64,125.14,133.08,231.6
16195,4,527.86,118.58,107.6,239.45
16195,2,8.35,170.12,66.63,123.5
16195,3,17.64,125.14,133.08,231.6
16196,4,527.86,118.58,107.6,239.45
16196,2,8.35,170.12,66.63,123.5
16196,3,17.64,125.14,133.08,231.6
16197,4,527.86,118.58,107.6,239.45
16197,2,8.35,170.12,66.63,123.5
16197,3,17.64,125.14,133.08,231.6
16198,4,527.86,118.58,107.6,239.45
16198,2,8.35,170.12,66.63,123.5
16198,3,17.64,125.14,133.08,231.6
16199,4,527.86,118.58,107.6,239.45
16199,2,8.35,170.12,66.63,123.5
16199,3,17.64,125.14,133.08,231.6
16200,4,527.86,118.58,107.6,239.45
16200,2,8.35,170.12,66.63,123.5
16200,3,17.64,125.14,133.08,231.6
16201,4,527.86,118.58,107.6,239.45
16201,3,17.64,125.14,133.08,231.6
16202,4,527.86,118.58,107.6,239.45
16202,2,8.35,170.12,66.63,123.5
16202,3,17.64,125.14,133.08,231.6
16203,4,527.86,118.58,107.6,239.45
16203,2,8.35,170.12,66.63,123.5
16203,3,17.64,125.14,133.08,231.6
16204,4,527.86,118.58,107.6,239.45
16204,3,17.64,125.14,133.08,231.6
16205,4,527.86,118.58,107.6,239.45
16205,3,17.64,125.14,133.08,231.6
16206,4,527.86,118.58,107.6,239.45
16206,3,17.64,125.14,133.08,231.6
16207,4,527.86,118.58,107.6,239.45
16207,3,17.64,125.14,133.08,231.6
16208,4,527.86,118.58,107.6,239.45
16208,3,17.64,125.14,133.08,231.6
16209,4,527.86,118.58,107.6,239.45
16210,4,527.86,118.58,107.6,239.45
16211,4,527.86,118.58,107.6,239.45
16212,4,527.86,118.58,107.6,239.45
16213,4,527.86,118.58,107.6,239.45
16214,4,527.86,118.58,107.6,239.45
16215,4,527.86,118.58,107.6,239.45
16216,4,527.86,118.58,107.6,239.45
16217,4,527.86,118.58,107.6,239.45
16218,4,527.86,118.58,107.6,239.45
16219,4,527.86,118.58,107.6,239.45
16220,4,527.86,118.58,107.6,239.45
16221,4,527.86,118.58,107.6,239.45
16222,4,527.86,118.58,107.6,239.45
16223,4,527.86,118.58,107.6,239.45
16224,4,527.86,118.58,107.6,239.45
16225,4,527.86,118.58,107.6,239.45
16226,4,527.86,118.58,107.6,239.45
16227,4,527.86,118.58,107.6,239.45
16228,4,527.86,118.58,107.6,239.45
16229,4,527.86,118.58,107.6,239.45
16230,4,527.86,118.58,107.6,239.45
16231,4,527.86,118.58,107.6,239.45
16232,4,527.86,118.58,107.6,239.45
16233,4,527.86,118.58,107.6,239.45
16234,4,527.86,118.58,107.6,239.45
16235,4,527.86,118.58,107.6,239.45
16236,4,527.86,118.58,107.6,239.45
16237,4,527.86,118.58,107.6,239.45
16238,4,527.86,118.58,107.6,239.45
16239,4,527.86,118.58,107.6,239.45
16240,4,527.86,118.58,107.6,239.45
16241,4,527.86,118.58,107.6,239.45
16242,4,527.86,118.58,107.6,239.45
16243,4,527.86,118.58,107.6,239.45
16244,4,527.86,118.58,107.6,239.45
16245,4,527.86,118.58,107.6,239.45
16246,4,527.86,118.58,107.6,239.45
16247,4,527.86,118.58,107.6,239.45
16248,4,527.86,118.58,107.6,239.45
16249,4,527.86,118.58,107.6,239.45
16250,4,527.86,118.58,107.6,239.45
16254,4,527.86,118.58,107.6,239.45
16255,4,527.86,118.58,107.6,239.45
16255,5,35.86,193.82,104.03,57.88
16256,4,527.86,118.58,107.6,239.45
16256,5,35.86,193.82,104.03,57.88
16257,5,1.0,193.82,138.89,64.63
16258,4,290.98,118.58,337.87,239.45
16258,5,1.0,193.82,138.89,64.63
16259,4,290.98,118.58,337.87,239.45
16259,5,35.86,193.82,104.03,57.88
16260,4,290.98,118.58,344.48,239.45
16260,5,4.13,181.14,629.4,70.56
16261,4,527.86,118.58,107.6,239.45
16261,5,1.0,181.14,632.53,77.31
16262,4,527.86,118.58,107.6,239.45
16263,4,527.86,118.58,107.6,239.45
16264,4,527.86,118.58,107.6,239.45
16265,4,527.86,118.58,107.6,239.45
16266,4,527.86,118.58,107.6,239.45
16267,4,527.86,118.58,107.6,239.45
16268,4,527.86,118.58,107.6,239.45
16269,4,527.86,118.58,107.6,239.45
16271,4,527.86,118.58,107.6,239.45
16272,4,527.86,118.58,107.6,239.45
16273,4,527.86,118.58,107.6,239.45
16274,4,527.86,118.58,107.6,239.45
16275,4,527.86,118.58,107.6,239.45
16275,6,8.35,125.14,54.23,231.6
16276,6,8.35,125.14,54.23,231.6
16277,6,8.35,125.14,54.23,231.6
16290,6,8.35,125.14,54.23,231.6
16291,6,8.35,125.14,54.23,231.6
16292,6,8.35,125.14,54.23,231.6
16293,6,8.35,125.14,54.23,231.6
16294,6,8.35,125.14,54.23,231.6
16302,4,17.64,125.14,617.82,231.97
16303,4,17.64,125.14,617.82,231.97
16304,6,8.35,125.14,627.11,231.97
16305,6,8.35,125.14,627.11,231.97
16306,6,8.35,125.14,627.11,231.97
16307,6,8.35,125.14,627.11,231.97
16308,6,8.35,125.14,627.11,231.97
16309,6,8.35,125.14,627.11,231.97
16310,6,8.35,125.14,627.11,231.97
16313,6,8.35,128.28,627.11,228.83
16314,6,8.35,128.28,627.11,228.83
16315,6,8.35,128.28,627.11,228.83
16316,6,8.35,128.28,627.11,228.83
16317,6,8.35,128.28,627.11,228.83
16318,6,8.35,128.28,627.11,228.83
16319,6,8.35,128.28,627.11,228.83
16320,6,8.35,128.28,627.11,228.83
16321,6,8.35,128.28,627.11,228.83
16322,6,8.35,128.28,627.11,228.83
16323,6,8.35,128.28,627.11,228.83
16329,6,8.35,128.28,627.11,228.83
16330,6,8.35,128.28,627.11,228.83
16332,7,584.57,190.56,52.36,46.4
16333,7,584.57,190.56,52.36,46.4
16334,7,584.57,190.56,52.36,46.4
16381,8,334.08,188.73,96.84,41.66
16386,6,8.35,125.14,54.23,231.6
16388,6,8.35,125.14,54.23,231.6
16388,9,258.82,186.22,172.1,52.34
16389,6,8.35,125.14,54.23,231.6
16390,6,8.35,125.14,54.23,231.6
16391,6,8.35,125.14,54.23,231.6
16392,6,8.35,125.14,54.23,231.6
16393,6,8.35,125.14,54.23,231.6
16393,9,258.82,186.22,172.1,52.34
16394,6,8.35,125.14,54.23,231.6
16395,6,8.35,125.14,54.23,231.6
16396,6,8.35,125.14,54.23,231.6
16397,6,8.35,125.14,54.23,231.6
16398,6,8.35,125.14,54.23,231.6
16399,6,8.35,125.14,54.23,231.6
16400,6,8.35,125.14,54.23,231.6
16401,6,8.35,125.14,54.23,231.6
16402,6,8.35,125.14,54.23,231.6
16403,6,8.35,125.14,54.23,231.6
16404,6,8.35,125.14,54.23,231.6
16405,6,8.35,125.14,54.23,231.6
16406,6,8.35,125.14,54.23,231.6
16407,6,8.35,125.14,54.23,231.6
16408,6,8.35,125.14,54.23,231.6
16408,9,258.82,186.22,172.1,52.34
16409,6,8.35,125.14,54.23,231.6
16410,6,8.35,125.14,54.23,231.6
16411,6,8.35,125.14,54.23,231.6
16412,6,8.35,125.14,54.23,231.6
16413,6,8.35,125.14,54.23,231.6
16414,6,8.35,125.14,54.23,231.6
16414,10,356.42,198.45,21.09,20.68
16415,6,8.35,125.14,54.23,231.6
16416,6,8.35,125.14,54.23,231.6
16417,6,8.35,125.14,54.23,231.6
16418,6,8.35,125.14,54.23,231.6
16419,6,8.35,125.14,54.23,231.6
16420,6,8.35,125.14,54.23,231.6
16421,6,8.35,125.14,54.23,231.6
16422,6,8.35,125.14,54.23,231.6
16423,6,8.35,125.14,174.97,231.6
16423,9,258.82,186.22,172.1,52.34
16424,6,8.35,125.14,174.97,231.6
16425,6,8.35,125.14,125.49,231.6
16426,6,8.35,125.14,125.49,231.6
16427,6,8.35,125.14,125.49,231.6
16428,6,8.35,125.14,165.97,231.6
16429,6,8.35,125.14,165.97,231.6
16430,6,8.35,125.14,165.97,231.6
16431,6,8.35,125.14,174.97,231.6
16432,6,8.35,125.14,174.97,231.6
16433,6,8.35,125.14,174.97,231.6
16434,6,8.35,125.14,174.97,231.6
16435,6,8.35,125.14,174.97,231.6
16436,6,8.35,125.14,174.97,231.6
16437,6,8.35,125.14,54.23,231.6
16438,6,8.35,125.14,54.23,231.6
16439,6,8.35,125.14,54.23,231.6
16440,6,8.35,125.14,54.23,231.6
16440,11,329.5,199.9,34.65,21.64
16441,6,8.35,125.14,54.23,231.6
16442,6,8.35,125.14,54.23,231.6
16443,6,8.35,125.14,54.23,231.6
16444,6,8.35,125.14,54.23,231.6
16444,12,119.33,196.23,63.99,34.08
16445,6,8.35,125.14,174.97,231.6
16447,13,332.02,188.73,98.9,41.66
16448,13,332.02,200.58,14.62,22.49
16449,13,332.02,200.58,14.62,22.49
16450,13,332.02,200.58,14.62,22.49
16452,14,469.2,196.37,40.71,50.39
16452,13,331.59,200.58,15.05,22.66
16453,14,469.2,196.37,40.71,50.39
16453,13,331.59,200.58,15.05,22.66
16454,13,282.89,199.14,63.75,26.12
16455,13,282.89,199.14,63.75,26.12
16456,13,282.89,199.14,59.03,26.12
16457,13,331.59,201.0,10.33,22.24
16458,12,17.64,125.14,165.68,231.6
16458,13,282.89,199.14,59.03,26.12
16458,14,469.2,198.57,22.76,36.44
16459,12,17.64,125.14,165.68,231.6
16459,13,282.89,199.14,59.03,26.12
16459,14,469.2,198.57,22.76,36.44
16460,12,17.64,125.14,165.68,231.6
16460,13,282.89,199.14,59.03,26.12
16460,14,469.2,198.57,22.76,36.44
16461,13,282.89,188.73,148.03,41.66
16461,6,119.33,196.23,63.99,34.08
16461,14,469.2,198.57,22.76,36.44
16462,12,17.64,125.14,165.68,231.6
16462,14,258.82,186.22,233.14,52.34
16462,13,282.89,188.73,148.03,41.66
16463,14,258.82,186.22,233.14,52.34
16463,13,282.89,188.73,148.03,41.66
16463,12,59.52,184.68,123.8,45.63
16464,14,258.82,186.22,233.14,52.34
16464,13,332.02,188.73,98.9,41.66
16464,6,119.33,196.23,63.99,34.08
16465,14,258.82,186.22,233.14,52.34
16465,13,331.59,188.73,99.33,41.66
16465,6,119.33,196.23,63.99,34.08
16466,13,331.59,188.73,99.33,41.66
16466,14,329.5,199.9,154.56,35.11
16466,6,119.33,196.23,63.99,34.08
16467,13,308.99,188.73,121.93,41.66
16467,14,329.5,198.57,162.46,36.44
16467,6,119.33,196.23,63.99,34.08
16468,13,270.96,188.73,159.96,41.66
16468,6,119.33,196.23,63.99,34.08
16469,13,270.96,188.73,159.96,41.66
16469,14,329.5,198.57,162.46,30.42
16469,6,119.33,196.23,63.99,34.08
16470,14,329.5,198.57,162.46,36.44
16470,6,119.33,196.23,63.99,34.08
16470,15,270.96,198.21,47.15,27.05
16471,14,329.5,199.9,154.56,35.11
16471,6,119.33,196.23,63.99,34.08
16471,15,270.96,198.21,47.15,27.05
16472,14,329.5,199.9,154.56,35.11
16472,6,119.33,196.23,63.99,34.08
16472,13,270.96,198.21,47.15,27.05
16473,14,329.5,199.9,154.56,35.11
16473,13,270.96,198.21,47.15,27.05
16474,14,329.5,199.9,154.56,35.11
16474,13,270.96,198.21,47.15,27.05
16475,13,270.96,188.73,159.96,41.66
16475,14,329.5,198.57,162.46,36.44
16476,13,270.96,188.73,159.96,41.66
16476,14,329.5,198.57,162.46,36.44
16477,13,270.96,188.73,159.96,41.66
16477,14,329.5,198.57,162.46,36.44
16478,13,270.96,188.73,159.96,41.66
16478,14,329.5,199.9,154.56,35.11
16479,13,270.96,188.73,159.96,41.66
16479,14,329.5,199.9,154.56,35.11
16480,13,270.96,188.73,159.96,41.66
16480,14,329.5,199.9,154.56,35.11
16481,16,258.82,186.22,87.82,52.34
16481,13,270.96,188.73,159.96,41.66
16482,13,270.96,188.73,159.96,41.66
16483,13,282.89,188.73,148.03,41.66
16484,14,258.82,186.22,149.83,52.34
16484,13,282.89,188.73,148.03,41.66
16485,14,258.82,186.22,149.83,52.34
16485,13,308.99,188.73,121.93,41.66
16487,14,258.82,186.22,149.83,52.34
16487,13,270.96,188.73,159.96,41.66
16488,14,258.82,186.22,149.83,52.34
16488,13,270.96,188.73,159.96,41.66
16489,13,270.96,188.73,159.96,41.66
16490,13,270.96,188.73,159.96,41.66
16491,13,270.96,188.73,159.96,41.66
16492,13,270.96,188.73,159.96,41.66
16493,13,270.96,188.73,159.96,41.66
16494,13,308.99,188.73,121.93,41.66
16495,13,332.02,188.73,98.9,41.66
16496,14,258.82,186.22,149.83,52.34
16496,13,332.02,188.73,98.9,41.66
16497,14,258.82,186.22,149.83,52.34
16497,13,332.02,188.73,98.9,41.66
16498,14,258.82,186.22,149.83,52.34
16499,14,258.82,186.22,149.83,52.34
16500,14,258.82,186.22,149.83,52.34
16501,14,258.82,186.22,149.83,52.34
16502,14,258.82,186.22,149.83,52.34
16503,14,258.82,186.22,149.83,52.34
16503,13,332.02,188.73,98.9,41.66
16504,14,258.82,186.22,149.83,52.34
16504,13,332.02,188.73,98.9,41.66
16505,13,332.02,188.73,98.9,41.66
16507,14,258.82,186.22,149.83,52.34
16507,13,270.96,188.73,159.96,41.66
16508,14,258.82,186.22,149.83,52.34
16508,13,270.96,188.73,159.96,41.66
16509,14,258.82,186.22,149.83,52.34
16509,13,270.96,188.73,159.96,41.66
16510,13,270.96,188.73,159.96,41.66
16511,13,270.96,188.73,221.0,41.66
16512,13,270.96,188.73,159.96,41.66
16513,13,308.99,188.73,121.93,41.66
16514,13,308.99,188.73,121.93,41.66
16514,17,42.39,191.15,91.45,42.82
16515,13,308.99,199.14,29.88,18.64
16515,17,42.39,191.15,91.45,42.82
16516,13,294.58,196.62,44.29,22.13
16516,17,42.39,191.15,91.45,42.82
16517,16,258.82,186.22,87.82,52.34
16517,13,294.58,188.73,136.34,41.66
16517,17,42.39,191.15,91.45,42.82
16518,16,258.82,186.22,87.82,52.34
16518,13,294.58,188.73,136.34,41.66
16518,17,42.39,191.15,91.45,42.82
16521,14,258.82,186.22,84.22,52.34
16522,14,258.82,186.22,84.22,52.34
16523,14,258.82,186.22,84.22,52.34
16524,14,258.82,186.22,84.22,52.34
16524,17,42.39,191.15,91.45,42.82
16525,17,42.39,191.15,91.45,42.82
16526,17,42.39,191.15,91.45,42.82
16526,18,294.58,196.62,22.35,22.13
16527,17,42.39,191.15,91.45,42.82
16527,18,294.58,196.62,22.35,22.13
16528,17,42.39,191.15,91.45,42.82
16528,18,307.98,199.68,35.83,18.76
16531,14,329.5,197.86,115.65,29.11
16532,14,329.5,197.86,115.65,29.11
16533,14,329.5,197.86,115.65,29.11
16533,18,294.58,195.17,48.56,24.37
16534,18,294.58,195.17,48.56,24.37
16535,14,329.5,197.86,115.65,29.11
16535,18,294.58,195.17,48.56,24.37
16536,18,294.58,195.17,48.56,24.37
16537,13,294.58,195.17,197.38,33.82
16538,13,294.58,188.73,197.38,41.66
16539,13,294.58,188.73,136.34,41.66
16540,13,294.58,188.73,136.34,41.66
16541,18,294.58,196.62,23.53,22.13
16542,13,307.98,188.73,122.94,41.66
16543,13,294.58,188.73,136.34,41.66
16543,19,544.31,143.82,95.43,207.88
16544,13,294.58,188.73,136.34,41.66
16545,16,258.82,186.22,99.12,52.34
16545,13,294.58,188.73,136.34,41.66
16546,16,258.82,186.22,99.12,52.34
16546,13,294.58,188.73,136.34,41.66
16547,16,258.82,186.22,99.12,52.34
16547,13,294.58,188.73,136.34,41.66
16548,16,258.82,186.22,99.12,52.34
16548,13,294.58,188.73,136.34,41.66
16549,16,258.82,186.22,99.12,52.34
16549,13,294.58,188.73,136.34,41.66
16550,16,258.82,186.22,99.12,52.34
16550,13,294.58,188.73,136.34,41.66
16551,16,258.82,186.22,99.12,52.34
16551,13,294.58,188.73,136.34,41.66
16551,19,544.31,143.82,95.43,207.88
16552,16,258.82,186.22,99.12,52.34
16552,13,294.58,188.73,136.34,41.66
16552,19,544.31,143.82,95.43,207.88
16553,16,258.82,143.82,380.92,207.88
16553,13,294.58,188.73,136.34,41.66
16554,16,258.82,143.82,380.92,207.88
16554,13,294.58,188.73,136.34,41.66
16555,13,294.58,188.73,136.34,41.66
16555,16,336.65,143.82,303.09,207.88
16556,13,294.58,188.73,136.34,41.66
16556,16,336.65,200.58,21.29,25.3
16557,16,336.65,143.82,303.09,207.88
16557,13,294.58,196.62,23.53,22.13
16558,13,294.58,196.62,23.53,22.13
16559,18,334.76,143.82,304.98,207.88
16560,18,331.34,143.82,308.4,207.88
16561,18,331.34,143.82,308.4,207.88
16562,13,428.29,143.82,211.45,207.88
16563,16,428.29,143.82,211.45,207.88
16564,16,307.98,143.82,331.76,207.88
16565,19,307.98,143.82,331.76,207.88
16566,19,428.29,143.82,211.45,207.88
16567,19,307.98,143.82,331.76,207.88
16568,19,236.8,143.82,402.94,207.88
16569,19,119.33,143.82,520.41,207.88
16570,19,307.98,143.82,331.76,207.88
16571,19,307.98,143.82,331.76,207.88
16571,20,119.33,194.26,127.95,36.05
16572,19,119.33,143.82,520.41,207.88
16573,19,119.33,143.82,520.41,207.88
16574,16,307.98,143.82,331.76,207.88
16575,19,119.33,143.82,520.41,207.88
16576,19,42.39,143.82,597.35,207.88
16577,19,42.39,143.82,597.35,207.88
16578,19,307.98,143.82,331.76,207.88
16579,19,307.98,143.82,331.76,207.88
16580,19,307.98,143.82,331.76,207.88
16581,19,307.98,143.82,331.76,207.88
16582,19,307.98,143.82,331.76,207.88
16583,19,307.98,143.82,331.76,207.88
16584,13,294.58,143.82,345.16,207.88
16585,13,294.58,143.82,345.16,207.88
16586,19,331.34,143.82,308.4,207.88
16589,19,332.02,188.73,98.9,41.66
16590,19,331.34,143.82,308.4,207.88
16591,13,294.58,143.82,345.16,207.88
16592,13,294.58,143.82,345.16,207.88
16593,13,294.58,143.82,345.16,207.88
16594,13,294.58,143.82,345.16,207.88
16595,13,294.58,143.82,345.16,207.88
16596,13,294.58,143.82,345.16,207.88
16597,13,294.58,143.82,345.16,207.88
16598,13,294.58,143.82,345.16,207.88
16599,13,294.58,143.82,345.16,207.88
16600,13,294.58,143.82,345.16,207.88
16601,13,294.58,143.82,345.16,207.88
16602,13,294.58,143.82,345.16,207.88
16603,13,294.58,143.82,345.16,207.88
16604,13,294.58,143.82,345.16,207.88
16605,13,294.58,143.82,345.16,207.88
16606,13,294.58,143.82,345.16,207.88
16607,13,294.58,143.82,345.16,207.88
16608,13,294.58,143.82,345.16,207.88
16609,13,294.58,143.82,345.16,207.88
16610,13,294.58,143.82,345.16,207.88
16611,13,294.58,143.82,345.16,207.88
16612,13,294.58,143.82,345.16,207.88
16613,13,294.58,143.82,345.16,207.88
16614,19,307.98,143.82,331.76,207.88
16615,19,307.98,143.82,331.76,207.88
16615,21,455.76,197.74,56.18,26.09
16616,19,307.98,143.82,331.76,207.88
16617,19,307.98,143.82,331.76,207.88
16618,19,307.98,143.82,331.76,207.88
16619,19,307.98,143.82,331.76,207.88
16620,19,307.98,143.82,331.76,207.88
16621,19,331.34,143.82,308.4,207.88
16622,19,331.34,143.82,308.4,207.88
16623,19,331.34,143.82,308.4,207.88
16624,19,307.98,143.82,331.76,207.88
16625,19,307.98,143.82,331.76,207.88
16626,19,307.98,143.82,331.76,207.88
16627,19,307.98,143.82,331.76,207.88
16628,19,307.98,143.82,331.76,207.88
16629,19,307.98,143.82,331.76,207.88
16629,21,455.76,195.18,48.99,28.18
16630,19,307.98,143.82,331.76,207.88
16631,19,479.46,143.82,160.28,207.88
16632,19,479.46,143.82,160.28,207.88
16633,19,479.46,143.82,160.28,207.88
16634,19,307.98,143.82,331.76,207.88
16635,19,307.98,143.82,331.76,207.88
16636,19,479.46,143.82,160.28,207.88
16637,19,479.46,143.82,160.28,207.88
16638,19,479.46,143.82,160.28,207.88
16639,19,479.46,143.82,160.28,207.88
16640,19,479.46,143.82,160.28,207.88
16641,13,294.58,143.82,345.16,207.88
16642,13,294.58,143.82,345.16,207.88
16643,19,307.98,143.82,331.76,207.88
16643,21,455.76,197.74,56.18,26.09
16644,19,331.34,143.82,308.4,207.88
16645,19,331.34,143.82,308.4,207.88
16646,19,331.34,143.82,308.4,207.88
16647,19,331.34,143.82,308.4,207.88
16647,21,455.76,195.18,48.99,28.18
16648,19,479.46,143.82,160.28,207.88
16649,19,479.46,143.82,160.28,207.88
16650,19,479.46,143.82,160.28,207.88
16651,19,479.46,156.19,125.3,178.26
16652,22,544.31,143.82,95.43,207.88
16653,19,294.58,143.82,345.16,207.88
16655,22,242.77,143.82,396.97,207.88
16656,22,242.77,143.82,396.97,207.88
16657,22,242.77,143.82,396.97,207.88
16658,19,294.58,196.62,197.38,32.37
16658,22,242.77,143.82,396.97,207.88
16659,19,331.34,195.17,160.62,33.82
16660,19,331.34,195.17,160.62,33.82
16661,13,294.58,195.17,197.38,33.82
16662,13,294.58,195.17,197.38,33.82
16662,22,242.77,156.19,361.99,178.26
16663,13,294.58,195.17,197.38,33.82
16663,22,193.89,156.19,410.87,178.26
16664,22,294.58,195.17,48.56,24.37
16664,19,193.89,156.19,410.87,178.26
16665,22,294.58,195.17,120.32,30.75
16665,19,193.89,156.19,410.87,178.26
16666,22,294.58,195.17,120.32,30.75
16666,19,242.77,156.19,361.99,178.26
16667,22,242.77,156.19,361.99,178.26
16668,19,193.89,156.19,410.87,178.26
16669,13,294.58,196.62,22.35,22.13
16669,19,193.89,156.19,410.87,178.26
16670,13,294.58,196.62,197.38,32.37
16670,19,193.89,156.19,410.87,178.26
16671,13,294.58,196.62,197.38,32.37
16671,19,193.89,156.19,410.87,178.26
16672,22,193.89,156.19,410.87,178.26
16673,13,294.58,196.62,197.38,32.37
16673,19,193.89,156.19,410.87,178.26
