frameID,groupID,x,y,w,h
18319,94,153.8,180.66,70.04,74.46
18320,93,288.56,186.63,104.63,76.14
18320,94,153.54,187.83,54.38,66.5
18321,92,287.99,187.81,220.21,73.54
18321,94,139.77,188.65,64.12,67.25
18322,92,286.13,186.36,221.0,73.65
18322,94,128.53,187.54,70.04,71.23
18323,91,119.16,182.09,257.3,79.15
18324,91,105.61,177.77,182.77,84.82
18324,93,336.57,184.94,39.73,47.62
18325,91,97.53,179.27,155.25,83.61
18325,93,333.54,190.0,40.79,45.84
18326,91,93.47,186.83,161.27,82.99
18326,93,331.83,189.36,42.13,48.95
18327,91,94.65,187.78,158.44,83.17
18327,95,347.82,193.93,37.57,45.49
18328,91,93.81,184.27,426.55,84.96
18328,95,351.28,191.58,35.55,44.93
18329,91,90.24,185.76,297.31,80.56
18329,96,506.8,203.88,44.98,27.87
18330,91,361.55,181.81,26.49,49.1
18331,97,117.47,161.25,91.65,95.63
18331,98,366.95,178.03,142.48,44.17
18332,97,121.34,163.23,91.74,93.22
18332,99,389.25,182.68,40.3,45.04
18333,97,122.58,158.83,96.9,107.6
18333,99,393.66,186.25,40.22,45.12
18334,100,189.18,174.86,65.65,108.38
18334,99,142.99,172.48,293.36,87.79
18335,101,194.15,199.85,220.42,84.38
18335,102,91.85,183.43,92.05,97.81
18336,103,188.48,214.94,42.79,72.1
18336,102,67.03,177.03,350.13,106.55
18337,104,65.19,175.06,164.16,113.72
18337,102,358.12,197.31,36.85,43.37
18338,102,113.46,184.93,301.11,110.41
18338,105,65.96,180.74,174.45,111.89
18339,102,210.55,199.68,207.64,96.96
18339,104,69.69,180.57,96.22,120.7
18340,102,219.29,200.39,215.41,101.13
18340,104,80.51,179.68,97.82,126.45
18341,104,88.05,182.32,349.7,125.34
18342,102,230.62,205.0,208.23,100.98
18342,104,93.54,189.69,96.56,120.03
18343,102,392.19,204.3,48.9,43.71
18343,104,85.01,182.37,171.6,129.77
18344,102,187.02,199.18,365.41,108.83
18344,94,18.95,178.94,165.96,137.64
18345,93,357.96,194.81,194.49,51.35
18345,106,1.0,162.95,227.04,153.67
18347,107,123.25,193.2,392.36,117.21
18348,108,1.0,148.57,390.06,182.83
18349,108,321.87,187.13,68.6,44.1
18349,109,1.0,144.97,142.61,191.49
18350,110,40.28,190.01,94.45,126.05
18350,111,317.68,159.98,314.94,196.24
18351,110,29.69,188.93,96.39,130.68
18351,111,311.74,161.31,313.49,196.26
18352,110,16.22,186.24,322.07,136.44
18353,110,12.46,184.25,326.68,140.16
18354,110,10.1,184.43,331.66,145.94
18356,110,1.0,184.96,106.1,152.01
18356,112,307.94,143.65,329.81,215.98
18357,110,1.0,184.25,104.11,155.74
18357,112,308.56,139.2,328.81,223.06
18358,110,1.0,185.92,358.59,168.23
18358,113,490.43,130.35,150.18,231.57
18359,110,1.0,187.0,356.09,172.2
18359,113,488.63,124.45,152.8,242.87
18360,108,303.87,116.98,301.2,252.27
18361,114,302.41,189.01,101.75,43.98
18362,115,282.35,91.48,236.53,272.95
18363,115,275.23,184.28,33.59,34.75
18363,116,343.28,82.0,264.79,280.43
18364,115,265.92,65.56,202.22,300.01
18365,115,251.41,39.3,168.11,324.29
18366,117,442.85,192.13,116.01,50.93
18366,112,223.6,28.5,173.88,335.42
18367,118,311.68,192.01,180.83,51.17
18368,119,463.78,202.06,81.95,52.25
18368,102,321.36,191.68,317.2,78.32
18369,120,336.11,192.65,74.25,53.37
18370,121,345.76,195.15,61.51,51.35
18372,122,395.98,199.87,89.09,52.83
18373,122,395.82,199.43,79.1,53.08
18375,122,390.71,199.8,70.75,52.37
18376,122,386.22,198.46,66.5,51.89
18383,123,307.52,184.99,69.82,72.36
18384,123,310.76,185.83,64.49,73.94
18385,123,316.0,187.92,50.56,71.49
18386,124,318.65,183.21,68.76,80.12
18387,124,319.4,179.35,69.07,84.84
18388,124,319.26,178.09,70.34,86.22
18389,124,318.32,176.67,71.47,88.75
18390,124,314.83,176.38,74.65,89.44
18391,124,311.21,176.78,76.56,89.54
18392,123,296.28,176.6,91.66,92.95
18393,125,263.23,172.0,68.29,98.53
18394,123,265.63,175.69,84.16,97.84
18395,123,257.43,174.73,85.66,99.64
18396,123,249.55,175.02,90.06,102.18
18397,123,244.98,174.18,92.7,105.47
18398,123,244.48,177.86,95.69,106.55
18399,123,248.26,179.11,96.98,111.8
18400,123,239.31,174.89,109.99,136.65
18401,123,230.41,170.59,119.31,151.65
18402,123,222.91,167.66,123.68,159.08
18403,126,141.07,160.38,131.01,183.7
18403,123,276.1,182.04,65.47,101.14
18404,123,197.04,161.4,135.46,178.53
18405,123,182.24,159.7,141.43,190.78
18406,123,81.06,159.38,234.76,199.35
18407,123,59.29,156.11,250.27,205.18
18408,126,33.93,146.98,193.81,214.35
18408,123,236.0,173.51,68.55,119.83
18409,123,140.45,157.02,162.18,206.65
18410,123,126.49,148.12,182.44,214.06
18411,123,122.32,144.78,195.83,215.44
18412,123,1.0,131.51,327.21,221.19
18413,123,1.0,136.84,339.88,208.43
18414,123,130.99,140.4,220.46,218.52
18415,123,1.0,133.44,355.29,211.29
18416,123,144.0,138.18,214.5,220.16
18417,123,141.21,136.55,200.88,225.24
18418,123,198.5,148.97,177.23,211.97
18419,127,279.51,144.67,78.09,214.24
18420,127,312.68,150.66,73.76,201.25
18421,128,164.36,178.88,362.55,112.99
18422,129,153.95,153.96,309.88,190.11
18423,130,306.08,159.3,201.12,179.72
18424,127,307.51,158.39,75.15,158.91
18425,127,307.01,158.3,76.75,150.89
18426,127,307.91,159.97,76.86,144.36
18428,131,1.0,181.05,148.87,181.32
18428,123,319.13,154.56,249.52,174.8
18429,127,16.64,163.34,388.14,197.23
18429,123,431.43,154.21,154.95,181.17
18430,127,10.02,163.79,406.07,193.28
18430,123,449.28,151.48,171.73,205.91
18431,127,7.88,167.3,408.87,185.82
18431,123,456.02,148.41,178.78,218.3
18432,127,1.0,166.89,415.68,185.42
18432,123,456.57,145.11,184.06,215.64
18433,127,1.0,168.86,415.48,182.65
18433,123,458.92,145.61,185.13,213.11
18434,127,1.0,167.91,418.68,183.52
18434,123,465.1,141.08,179.16,217.34
18435,127,1.0,167.61,428.75,185.98
18435,123,481.23,136.92,174.65,223.84
18436,127,1.0,168.09,433.09,185.18
18436,123,489.08,134.85,151.63,230.92
18437,132,524.79,171.57,67.15,94.09
18438,133,426.16,176.78,48.67,79.26
18438,132,516.88,178.05,71.83,88.77
18439,134,345.57,172.03,97.91,86.59
18439,135,475.53,166.68,71.76,110.58
18440,134,326.52,171.6,102.98,89.83
18440,135,459.65,159.98,77.8,121.4
18441,135,317.15,159.7,212.61,121.38
18441,134,363.65,171.61,54.0,90.28
18442,134,312.53,166.5,93.73,100.29
18442,135,444.64,152.51,90.72,138.66
18443,132,436.99,140.67,147.51,166.52
18443,136,269.87,164.64,127.51,104.42
18444,123,509.69,137.71,127.52,192.84
18444,137,269.92,152.35,165.77,131.15
18445,123,515.96,133.77,122.45,189.67
18445,137,307.01,148.4,135.95,136.28
18446,123,532.47,126.84,116.33,206.08
18446,137,304.1,138.37,152.53,150.35
18447,123,540.32,124.63,115.33,211.03
18447,137,301.43,133.48,163.09,156.73
18496,138,316.47,148.98,64.34,101.69
18497,138,317.41,147.86,66.93,105.75
18498,138,320.06,145.48,72.11,111.9
18499,138,326.88,144.59,73.36,113.22
18500,138,331.5,141.46,77.37,127.71
18501,138,335.77,136.27,80.75,140.47
18502,139,444.05,152.0,34.57,107.22
18502,138,344.04,134.18,80.5,146.83
18503,140,387.74,120.09,125.65,181.42
18513,140,381.3,138.8,66.81,129.82
18514,140,375.36,141.4,71.48,123.14
18515,140,368.08,141.54,77.08,121.64
18516,140,363.35,138.6,73.89,123.28
18517,140,360.6,137.97,71.83,118.76
18518,140,358.11,139.0,71.17,114.17
18519,140,356.86,139.72,68.79,113.12
18520,140,355.79,142.29,66.48,110.3
18521,140,353.78,146.23,66.34,104.8
18522,140,352.7,149.64,66.06,100.79
18523,140,339.53,153.0,69.26,91.41
18524,140,334.05,153.22,71.23,88.61
18525,140,330.8,153.17,72.16,88.05
18526,141,292.09,152.5,66.33,83.79
18527,141,292.24,151.84,64.79,82.32
18528,141,293.02,153.29,62.27,79.56
18529,141,293.33,153.89,60.39,78.52
18530,140,322.21,153.68,59.71,79.43
18531,140,321.54,153.93,58.27,77.91
18532,140,320.32,152.92,56.54,78.54
18533,140,320.51,155.95,55.22,75.7
18534,140,319.54,157.06,55.09,74.09
18535,140,317.8,158.64,55.57,72.99
18536,140,317.05,160.03,55.15,70.7
18537,140,314.17,158.08,51.82,69.86
18538,140,313.25,157.52,49.81,70.66
18539,140,312.61,157.07,48.56,71.01
18540,140,312.32,157.04,47.85,70.8
18541,140,312.84,157.9,46.73,70.03
18542,140,312.65,157.83,46.08,70.09
18543,140,311.59,158.11,45.02,69.25
18552,142,281.12,161.95,91.66,79.77
18553,142,281.15,161.06,94.15,82.29
18554,142,280.99,160.31,96.42,83.44
18555,142,280.64,159.02,98.43,86.48
18556,142,287.09,162.97,100.9,83.27
18559,143,290.86,170.1,55.15,52.14
18560,143,280.3,166.37,66.1,59.08
18561,143,280.07,157.66,146.72,102.19
18562,143,280.22,157.5,151.07,104.47
18563,143,280.38,157.83,153.74,105.15
18564,143,284.37,157.2,159.67,110.06
18565,143,286.82,164.52,59.26,63.83
18566,143,287.26,162.92,41.41,65.96
18567,138,245.08,161.03,86.61,68.49
18568,138,242.21,160.69,99.48,75.27
18569,143,299.66,160.46,45.93,77.41
18570,143,300.42,160.59,50.23,77.29
18571,143,300.73,159.96,52.7,79.29
18572,143,306.57,149.95,252.78,161.58
18573,143,308.59,148.63,259.17,166.76
18574,143,291.83,158.01,70.07,86.53
18574,144,491.38,143.54,99.97,170.04
18575,143,288.87,158.24,74.51,86.78
18575,144,502.8,143.38,95.25,168.23
18576,143,307.82,141.27,287.6,170.92
18577,143,307.94,157.69,58.23,89.75
18577,144,516.09,140.87,104.36,179.79
18578,143,311.21,138.21,312.78,193.2
18579,143,313.72,136.65,327.0,201.97
18580,143,315.33,151.93,63.34,100.64
18581,143,315.88,152.0,64.37,100.92
18582,143,316.48,152.6,65.63,99.71
18583,143,318.44,152.68,65.08,101.92
18584,143,319.62,156.62,68.07,99.95
18585,143,320.83,157.6,69.11,98.85
18586,143,322.28,156.48,69.93,101.27
18587,143,326.52,150.21,81.53,115.35
18594,143,329.31,141.88,74.13,151.45
18595,143,331.43,135.64,84.2,166.97
18596,143,328.23,133.92,100.4,174.15
18600,143,341.48,133.15,103.46,182.23
18601,143,342.05,131.74,106.54,182.58
18602,143,342.32,131.36,110.61,184.24
18603,143,388.21,121.28,179.97,222.79
18604,145,355.23,117.63,133.31,229.14
18605,145,353.82,113.41,150.46,231.07
18606,145,358.72,112.31,160.46,238.02
18607,143,422.03,107.59,168.94,242.99
18607,145,359.27,147.62,72.29,117.54
18608,143,427.62,106.36,174.57,249.62
18609,143,432.38,103.12,185.79,259.05
18610,143,438.67,102.3,192.21,261.77
18611,145,375.97,107.26,265.93,253.07
18612,145,375.86,111.19,270.72,245.47
18613,145,376.21,113.27,273.71,241.99
18614,145,378.3,73.85,216.57,296.46
18633,146,305.68,173.6,32.64,40.58
18634,147,482.24,171.7,34.19,29.47
18634,146,308.23,173.43,30.45,40.89
18635,147,491.84,172.49,24.73,26.88
18636,147,491.11,173.2,24.81,26.3
18637,147,481.21,173.41,34.54,26.01
18637,146,304.77,173.13,55.09,41.11
18638,148,290.82,169.56,30.38,47.13
18640,148,290.54,167.29,32.44,49.35
18641,148,289.92,167.93,33.82,48.46
18642,148,290.01,172.0,33.37,44.27
18643,148,289.92,172.1,34.5,44.3
18685,149,218.2,170.74,50.85,58.16
18686,149,213.9,169.54,50.56,59.26
18687,149,211.01,169.83,49.78,58.43
18688,149,205.88,169.73,51.02,58.76
18689,149,199.9,169.41,49.44,57.07
18690,149,195.22,170.3,49.34,55.09
18691,149,189.46,170.48,49.52,53.47
18692,149,185.96,169.39,49.94,53.78
18693,149,180.58,167.72,51.94,56.54
18694,149,177.88,169.61,50.46,53.24
18695,149,172.78,171.16,48.55,50.32
18696,149,168.89,171.97,47.32,48.69
18697,149,166.35,171.88,46.53,48.24
18698,149,163.26,170.92,47.66,48.59
18699,149,160.08,171.16,48.48,47.81
18700,149,157.54,171.41,48.74,47.64
18701,149,155.21,169.84,48.18,49.55
18702,149,149.97,163.12,48.95,56.71
18703,149,148.02,169.73,47.48,49.18
18704,149,145.57,170.9,46.55,47.17
18705,149,143.78,170.92,46.08,46.59
18706,149,141.4,171.37,45.91,45.68
18707,149,137.96,172.45,45.96,43.56
18708,149,135.41,172.79,45.98,42.6
18709,149,132.74,171.75,45.33,44.05
18710,149,129.66,171.82,44.99,43.58
18722,149,103.86,161.35,23.38,55.94
18723,149,101.52,160.69,21.9,56.63
18725,150,103.38,179.91,40.6,36.21
18725,151,2.79,166.02,41.86,66.92
18726,150,104.19,179.0,40.37,33.64
18726,151,2.83,164.31,46.21,67.94
18727,150,102.74,176.39,42.14,35.92
18727,151,3.18,161.12,46.72,69.59
18728,150,102.99,174.37,41.76,34.97
18728,151,3.0,158.91,48.95,72.7
18729,150,101.76,173.67,44.5,34.98
18729,151,5.84,157.21,49.51,67.49
