frame,track,u,v
0,0,315.49,180.82
0,1,None,None
0,2,348.55,184.13
0,3,None,None
0,4,None,None
1,0,None,None
1,1,319.47,184.43
1,2,352.1,184.99
1,3,None,None
1,4,None,None
2,0,None,None
2,1,None,None
2,2,324.32,182.8
2,3,356.08,184.85
2,4,None,None
3,0,None,None
3,1,None,None
3,2,None,None
3,3,357.92,184.79
3,4,327.78,183.62
4,0,None,None
4,1,None,None
4,2,None,None
4,3,None,None
4,4,327.4,182.23
