frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
0,3,None,None
0,4,None,None
0,5,None,None
0,6,None,None
0,7,None,None
1,0,None,None
1,1,None,None
1,2,None,None
1,3,275.53,177.19
1,4,None,None
1,5,316.19,167.58
1,6,None,None
1,7,None,None
2,0,None,None
2,1,None,None
2,2,None,None
2,3,None,None
2,4,None,None
2,5,316.77,166.39
2,6,None,None
2,7,None,None
3,0,None,None
3,1,None,None
3,2,None,None
3,3,None,None
3,4,None,None
3,5,241.12,166.88
3,6,None,None
3,7,None,None
4,0,None,None
4,1,None,None
4,2,None,None
4,3,None,None
4,4,None,None
4,5,276.57,166.07
4,6,None,None
4,7,None,None
5,0,None,None
5,1,323.7,165.58
5,2,None,None
5,3,None,None
5,4,None,None
5,5,242.59,166.8
5,6,None,None
5,7,None,None
6,0,None,None
6,1,326.72,166.92
6,2,None,None
6,3,280.04,176.37
6,4,None,None
6,5,None,None
6,6,None,None
6,7,None,None
7,0,None,None
7,1,None,None
7,2,None,None
7,3,240.17,169.54
7,4,None,None
7,5,None,None
7,6,None,None
7,7,None,None
8,0,None,None
8,1,269.99,177.91
8,2,None,None
8,3,None,None
8,4,None,None
8,5,None,None
8,6,None,None
8,7,None,None
9,0,None,None
9,1,None,None
9,2,None,None
9,3,263.13,176.75
9,4,None,None
9,5,None,None
9,6,None,None
9,7,None,None
10,0,None,None
10,1,None,None
10,2,None,None
10,3,None,None
10,4,None,None
10,5,None,None
10,6,None,None
10,7,None,None
11,0,None,None
11,1,None,None
11,2,None,None
11,3,None,None
11,4,None,None
11,5,None,None
11,6,None,None
11,7,271.29,172.36
12,0,None,None
12,1,None,None
12,2,None,None
12,3,None,None
12,4,None,None
12,5,None,None
12,6,None,None
12,7,269.62,171.02
13,0,283.9,170.27
13,1,None,None
13,2,None,None
13,3,None,None
13,4,None,None
13,5,None,None
13,6,None,None
13,7,None,None
14,0,282.0,171.14
14,1,None,None
14,2,None,None
14,3,None,None
14,4,None,None
14,5,None,None
14,6,None,None
14,7,330.08,165.44
15,0,None,None
15,1,None,None
15,2,None,None
15,3,None,None
15,4,None,None
15,5,281.17,167.7
15,6,None,None
15,7,348.9,165.34
16,0,None,None
16,1,None,None
16,2,None,None
16,3,None,None
16,4,None,None
16,5,270.05,167.07
16,6,None,None
16,7,None,None
17,0,None,None
17,1,231.49,165.35
17,2,None,None
17,3,None,None
17,4,None,None
17,5,None,None
17,6,None,None
17,7,None,None
18,0,None,None
18,1,222.83,166.19
18,2,None,None
18,3,None,None
18,4,None,None
18,5,None,None
18,6,None,None
18,7,None,None
19,0,None,None
19,1,None,None
19,2,None,None
19,3,None,None
19,4,None,None
19,5,None,None
19,6,None,None
19,7,213.84,172.36
20,0,None,None
20,1,None,None
20,2,None,None
20,3,None,None
20,4,None,None
20,5,None,None
20,6,None,None
20,7,205.3,170.75
21,0,234.23,166.25
21,1,None,None
21,2,None,None
21,3,None,None
21,4,None,None
21,5,None,None
21,6,None,None
21,7,None,None
22,0,None,None
22,1,None,None
22,2,None,None
22,3,None,None
22,4,None,None
22,5,None,None
22,6,274.45,165.63
22,7,None,None
23,0,None,None
23,1,None,None
23,2,None,None
23,3,None,None
23,4,None,None
23,5,None,None
23,6,273.83,164.85
23,7,179.09,164.06
24,0,None,None
24,1,None,None
24,2,1.0,119.58
24,3,None,None
24,4,None,None
24,5,None,None
24,6,171.32,162.03
24,7,None,None
25,0,None,None
25,1,None,None
25,2,1.0,115.69
25,3,None,None
25,4,None,None
25,5,None,None
25,6,280.9,163.29
25,7,None,None
26,0,None,None
26,1,1.0,123.8
26,2,None,None
26,3,None,None
26,4,None,None
26,5,None,None
26,6,273.23,165.04
26,7,None,None
27,0,264.82,165.13
27,1,1.0,115.22
27,2,None,None
27,3,None,None
27,4,None,None
27,5,None,None
27,6,None,None
27,7,None,None
28,0,None,None
28,1,None,None
28,2,None,None
28,3,None,None
28,4,None,None
28,5,None,None
28,6,1.0,107.24
28,7,None,None
29,0,None,None
29,1,9.23,108.88
29,2,None,None
29,3,None,None
29,4,None,None
29,5,None,None
29,6,315.22,164.91
29,7,None,None
30,0,None,None
30,1,4.2,108.45
30,2,None,None
30,3,None,None
30,4,None,None
30,5,None,None
30,6,None,None
30,7,None,None
31,0,None,None
31,1,1.0,104.63
31,2,None,None
31,3,None,None
31,4,None,None
31,5,None,None
31,6,None,None
31,7,None,None
32,0,None,None
32,1,None,None
32,2,None,None
32,3,None,None
32,4,None,None
32,5,None,None
32,6,None,None
32,7,None,None
33,0,None,None
33,1,None,None
33,2,None,None
33,3,None,None
33,4,96.06,181.73
33,5,None,None
33,6,None,None
33,7,None,None
34,0,None,None
34,1,None,None
34,2,None,None
34,3,None,None
34,4,96.66,182.24
34,5,None,None
34,6,None,None
34,7,None,None
35,0,None,None
35,1,None,None
35,2,134.55,190.47
35,3,None,None
35,4,None,None
35,5,None,None
35,6,None,None
35,7,None,None
36,0,None,None
36,1,None,None
36,2,None,None
36,3,None,None
36,4,None,None
36,5,None,None
36,6,121.08,186.37
36,7,None,None
