frame,track,u,v
0,0,None,None
1,0,None,None
2,0,None,None
3,0,None,None
4,0,None,None
5,0,128.82,149.32
6,0,128.54,149.08
7,0,126.96,148.61
8,0,132.4,151.73
9,0,131.77,152.29
10,0,157.47,154.03
11,0,155.9,154.64
12,0,161.12,156.36
13,0,163.15,157.59
14,0,158.7,158.56
15,0,157.63,159.45
16,0,158.5,159.97
17,0,156.25,160.34
18,0,155.15,160.17
19,0,154.56,160.03
20,0,155.33,159.63
21,0,157.59,160.39
22,0,160.57,160.03
23,0,162.43,159.17
24,0,165.96,163.05
25,0,166.78,163.71
26,0,195.44,167.83
27,0,196.8,168.25
28,0,197.42,168.03
29,0,176.04,165.15
30,0,177.03,165.4
31,0,170.03,167.55
32,0,165.68,167.83
33,0,159.34,167.59
34,0,156.24,167.63
35,0,154.43,166.88
36,0,154.06,164.61
37,0,153.46,163.18
38,0,152.8,162.58
39,0,151.47,158.49
40,0,151.18,156.99
41,0,160.84,160.28
42,0,163.92,160.77
43,0,165.76,161.75
44,0,168.27,157.73
45,0,170.35,158.01
46,0,171.38,157.63
47,0,207.9,164.14
48,0,176.64,165.0
