frame,track,u,v
0,0,None,None
0,1,None,None
0,2,None,None
1,0,None,None
1,1,None,None
1,2,None,None
2,0,None,None
2,1,None,None
2,2,None,None
3,0,None,None
3,1,None,None
3,2,None,None
4,0,None,None
4,1,None,None
4,2,None,None
5,0,None,None
5,1,None,None
5,2,None,None
6,0,None,None
6,1,None,None
6,2,None,None
7,0,None,None
7,1,None,None
7,2,None,None
8,0,None,None
8,1,None,None
8,2,None,None
9,0,None,None
9,1,None,None
9,2,None,None
10,0,None,None
10,1,None,None
10,2,None,None
11,0,309.8,182.29
11,1,None,None
11,2,None,None
12,0,309.66,183.47
12,1,None,None
12,2,None,None
13,0,318.69,181.28
13,1,None,None
13,2,None,None
14,0,289.04,131.25
14,1,None,None
14,2,None,None
15,0,288.95,134.44
15,1,None,None
15,2,None,None
16,0,280.82,175.62
16,1,None,None
16,2,None,None
17,0,277.73,173.3
17,1,None,None
17,2,None,None
18,0,276.7,131.13
18,1,None,None
18,2,None,None
19,0,276.41,172.54
19,1,None,None
19,2,None,None
20,0,274.9,137.28
20,1,None,None
20,2,None,None
21,0,286.79,165.36
21,1,None,None
21,2,None,None
22,0,None,None
22,1,None,None
22,2,None,None
23,0,None,None
23,1,None,None
23,2,None,None
24,0,None,None
24,1,None,None
24,2,None,None
25,0,None,None
25,1,None,None
25,2,None,None
26,0,None,None
26,1,None,None
26,2,None,None
27,0,None,None
27,1,None,None
27,2,None,None
28,0,None,None
28,1,None,None
28,2,None,None
29,0,None,None
29,1,None,None
29,2,None,None
30,0,None,None
30,1,None,None
30,2,None,None
31,0,None,None
31,1,None,None
31,2,None,None
32,0,None,None
32,1,None,None
32,2,None,None
33,0,None,None
33,1,None,None
33,2,None,None
34,0,None,None
34,1,None,None
34,2,None,None
35,0,None,None
35,1,None,None
35,2,None,None
36,0,None,None
36,1,None,None
36,2,None,None
37,0,None,None
37,1,222.11,172.33
37,2,None,None
38,0,None,None
38,1,222.98,171.59
38,2,None,None
39,0,None,None
39,1,303.47,163.93
39,2,None,None
40,0,None,None
40,1,304.69,163.19
40,2,228.97,172.81
41,0,None,None
41,1,306.02,162.5
41,2,230.18,172.34
42,0,None,None
42,1,308.76,163.87
42,2,None,None
43,0,None,None
43,1,310.37,165.81
43,2,None,None
