frame,track,u,v
0,0,None,None
0,1,None,None
1,0,None,None
1,1,None,None
2,0,321.26,191.32
2,1,None,None
3,0,320.58,191.24
3,1,None,None
4,0,346.71,193.04
4,1,None,None
5,0,347.34,188.75
5,1,None,None
6,0,None,None
6,1,None,None
7,0,None,None
7,1,None,None
8,0,None,None
8,1,None,None
9,0,None,None
9,1,None,None
10,0,None,None
10,1,None,None
11,0,None,None
11,1,None,None
12,0,None,None
12,1,None,None
13,0,None,None
13,1,None,None
14,0,None,None
14,1,None,None
15,0,None,None
15,1,None,None
16,0,None,None
16,1,None,None
17,0,None,None
17,1,None,None
18,0,None,None
18,1,None,None
19,0,None,None
19,1,None,None
20,0,None,None
20,1,None,None
21,0,None,None
21,1,None,None
22,0,None,None
22,1,None,None
23,0,None,None
23,1,298.09,189.11
24,0,None,None
24,1,298.68,189.3
25,0,None,None
25,1,280.0,181.19
26,0,None,None
26,1,280.1,179.75
27,0,None,None
27,1,281.34,179.31
28,0,None,None
28,1,317.13,188.26
29,0,None,None
29,1,321.81,188.11
30,0,None,None
30,1,324.12,187.15
31,0,None,None
31,1,326.66,187.55
32,0,None,None
32,1,328.93,186.67
33,0,None,None
33,1,342.18,188.96
34,0,None,None
34,1,342.58,189.8
35,0,None,None
35,1,342.65,187.63
36,0,None,None
36,1,342.91,186.41
37,0,None,None
37,1,344.79,185.37
38,0,None,None
38,1,346.89,188.44
39,0,None,None
39,1,348.1,190.26
40,0,None,None
40,1,355.02,183.68
41,0,None,None
41,1,361.96,180.89
42,0,None,None
42,1,364.08,181.51
43,0,None,None
43,1,364.75,183.86
