frame,track,u,v
0,0,None,None
0,1,None,None
1,0,None,None
1,1,None,None
2,0,None,None
2,1,None,None
3,0,None,None
3,1,None,None
4,0,None,None
4,1,None,None
5,0,None,None
5,1,None,None
6,0,None,None
6,1,None,None
7,0,None,None
7,1,None,None
8,0,None,None
8,1,None,None
9,0,None,None
9,1,None,None
10,0,None,None
10,1,None,None
11,0,None,None
11,1,None,None
12,0,None,None
12,1,None,None
13,0,None,None
13,1,None,None
14,0,None,None
14,1,None,None
15,0,None,None
15,1,None,None
16,0,None,None
16,1,None,None
17,0,None,None
17,1,None,None
18,0,319.39,186.19
18,1,None,None
19,0,319.46,186.49
19,1,None,None
20,0,297.22,182.52
20,1,None,None
21,0,298.02,185.0
21,1,None,None
22,0,293.29,182.88
22,1,None,None
23,0,291.74,183.12
23,1,None,None
24,0,291.61,184.09
24,1,None,None
25,0,289.81,186.44
25,1,None,None
26,0,287.45,184.72
26,1,None,None
27,0,288.58,184.8
27,1,None,None
28,0,290.38,185.58
28,1,None,None
29,0,295.31,185.85
29,1,None,None
30,0,295.61,186.08
30,1,None,None
31,0,321.14,188.48
31,1,None,None
32,0,308.94,190.26
32,1,None,None
33,0,306.5,187.2
33,1,None,None
34,0,306.2,186.45
34,1,None,None
35,0,304.26,186.0
35,1,None,None
36,0,259.01,178.48
36,1,None,None
37,0,258.59,179.51
37,1,None,None
38,0,235.4,175.0
38,1,None,None
39,0,236.92,176.54
39,1,None,None
40,0,244.12,177.16
40,1,None,None
41,0,246.57,178.46
41,1,None,None
42,0,297.36,180.94
42,1,None,None
43,0,321.24,187.2
43,1,52.18,95.56
44,0,322.85,187.06
44,1,60.28,104.99
45,0,None,None
45,1,307.13,179.99
46,0,None,None
46,1,292.29,179.28
