frame,track,u,v
0,0,97.07,151.86
0,1,None,None
1,0,95.72,150.71
1,1,None,None
2,0,81.45,154.38
2,1,None,None
3,0,76.42,148.2
3,1,None,None
4,0,69.35,150.48
4,1,None,None
5,0,74.19,144.28
5,1,None,None
6,0,2.33,143.56
6,1,None,None
7,0,None,None
7,1,None,None
8,0,None,None
8,1,None,None
9,0,None,None
9,1,None,None
10,0,None,None
10,1,None,None
11,0,None,None
11,1,None,None
12,0,None,None
12,1,None,None
13,0,None,None
13,1,None,None
14,0,None,None
14,1,None,None
15,0,None,None
15,1,None,None
16,0,535.2,188.04
16,1,None,None
17,0,542.57,196.67
17,1,None,None
18,0,None,None
18,1,None,None
19,0,None,None
19,1,None,None
20,0,572.31,181.15
20,1,None,None
21,0,571.57,169.47
21,1,None,None
22,0,None,None
22,1,1.0,160.76
23,0,None,None
23,1,1.0,161.68
24,0,None,None
24,1,80.07,183.33
25,0,None,None
25,1,434.62,137.36
26,0,None,None
26,1,440.04,134.02
27,0,None,None
27,1,438.84,150.69
28,0,None,None
28,1,205.29,189.08
29,0,208.05,182.61
29,1,2.19,119.43
30,0,None,None
30,1,1.0,152.38
31,0,None,None
31,1,157.23,171.91
32,0,None,None
32,1,157.6,169.82
33,0,None,None
33,1,160.99,172.07
34,0,None,None
34,1,121.78,195.11
35,0,None,None
35,1,121.06,193.3
36,0,105.99,173.05
36,1,285.95,164.43
37,0,None,None
37,1,107.32,186.61
38,0,71.0,188.87
38,1,578.22,205.71
39,0,141.08,178.16
39,1,63.96,173.3
