frame,u,v
582,384.03,144.56
583,383.96,142.68
589,268.01,160.43
590,267.41,158.46
591,268.79,157.14
592,270.07,157.04
593,271.17,157.0
594,273.24,160.29
595,273.33,162.68
596,274.06,164.04
597,275.55,163.19
598,277.25,163.94
599,281.78,164.36
600,283.12,164.68
601,283.45,164.75
602,283.37,166.31
603,280.43,166.39
604,283.45,169.03
605,288.7,170.56
606,293.87,172.04
607,296.68,172.52
608,298.72,171.76
609,298.5,170.59
610,298.16,171.75
611,298.13,171.46
612,299.93,172.46
613,300.85,173.54
614,313.89,173.2
615,316.36,174.32
616,315.6,175.73
617,313.41,175.09
618,312.26,167.75
619,315.11,172.45
620,314.75,175.57
621,314.57,177.12
622,322.68,175.93
623,332.87,177.56
623,104.27,177.94
624,335.43,177.4
624,82.0,177.9
625,333.14,178.28
625,92.99,177.76
626,331.08,174.63
627,330.88,174.76
628,331.19,176.18
628,31.76,171.09
629,331.31,177.29
629,30.32,170.19
630,331.08,178.1
