frame,u,v
743,280.24,143.02
744,362.46,157.99
744,292.11,140.07
744,405.54,172.02
745,363.55,157.1
745,293.23,139.87
745,404.87,169.39
746,365.5,155.8
746,292.82,139.86
747,366.67,155.26
747,293.28,140.41
748,368.93,155.66
748,294.0,139.75
749,370.19,154.96
750,386.07,155.02
751,301.86,137.29
751,387.83,155.14
752,297.27,137.14
752,432.99,172.02
753,298.15,136.57
753,387.54,154.87
754,299.57,138.04
754,387.47,154.72
755,365.16,157.1
755,410.23,173.91
755,234.91,162.12
756,365.43,158.28
757,282.87,139.51
758,356.22,158.93
758,281.13,138.12
759,355.57,155.08
759,279.33,137.46
760,405.57,177.36
761,273.89,134.88
761,405.26,176.33
762,271.75,134.99
762,410.54,175.64
763,412.58,175.89
764,279.76,132.18
764,410.54,174.79
765,279.3,131.81
765,405.25,174.36
766,404.37,175.03
767,354.23,150.58
767,406.0,175.5
768,353.88,150.82
768,280.17,131.23
768,405.43,176.52
769,280.76,130.5
