frame,u,v
702,433.83,173.53
703,367.13,159.84
703,431.47,173.62
704,366.48,158.51
704,429.29,172.91
705,366.02,157.1
705,294.7,146.06
705,420.19,173.59
706,357.34,156.7
706,418.07,173.54
707,349.26,158.08
707,410.84,175.15
708,347.3,157.84
708,407.68,174.05
709,407.52,173.55
710,272.18,146.14
710,408.28,174.19
711,270.31,145.22
711,406.49,173.64
712,342.78,156.45
712,269.23,145.56
712,405.57,173.47
713,341.79,155.33
713,268.61,147.56
713,406.19,173.32
714,341.75,155.24
714,268.84,139.28
714,405.44,172.79
715,341.3,154.87
715,268.86,137.35
715,405.63,172.9
716,341.07,154.6
716,268.9,143.27
716,405.98,173.38
717,341.36,154.51
717,269.07,138.31
717,406.06,173.32
718,340.36,154.81
718,266.97,141.44
718,407.06,174.48
719,335.45,154.5
719,266.43,142.07
720,334.17,155.22
720,265.43,142.49
720,395.79,173.63
721,332.75,155.98
721,265.93,142.7
721,396.31,173.38
722,265.88,142.54
