frame,u,v
246,342.88,159.95
247,10.23,146.47
247,342.36,158.85
247,144.85,150.68
248,138.27,150.73
248,338.13,158.82
248,8.12,146.98
249,139.99,151.03
249,340.43,158.89
249,9.02,147.44
250,7.46,147.8
250,342.06,158.88
251,150.95,157.47
251,20.56,147.57
251,343.95,158.4
252,151.68,158.2
252,20.38,151.23
252,345.11,160.44
253,150.61,157.86
253,15.57,148.38
253,342.98,159.09
254,145.35,152.16
254,12.25,148.09
254,343.47,158.08
255,1.0,145.46
255,343.36,157.94
256,1.0,139.88
256,138.86,151.33
256,333.92,155.96
257,1.0,139.15
257,334.89,156.18
258,23.66,146.49
258,334.98,156.19
258,141.33,150.49
259,43.64,147.38
259,347.54,156.21
260,44.09,147.67
260,348.1,156.61
261,64.22,147.48
261,348.33,156.28
261,158.19,151.21
262,62.4,150.18
262,345.3,156.13
262,153.85,151.57
263,61.43,151.69
263,343.24,156.69
263,152.16,151.62
264,51.16,151.62
264,343.07,156.37
