frame,u,v
876,330.29,155.67
877,326.75,156.43
878,324.65,156.75
879,323.38,157.16
880,324.33,157.21
881,324.65,156.76
882,323.69,156.15
883,322.08,154.56
884,317.41,154.83
885,315.95,156.92
886,315.02,158.09
887,312.82,157.88
888,311.07,157.9
889,309.74,158.69
890,307.38,158.06
891,304.77,157.62
892,303.58,157.6
893,303.26,157.56
894,302.72,154.88
895,301.59,154.03
896,300.76,152.64
897,300.35,152.0
898,301.6,154.37
899,303.09,155.33
900,308.39,155.53
901,312.89,156.34
902,316.14,156.38
903,318.21,155.88
904,318.93,156.38
905,321.85,156.39
906,330.84,156.87
907,337.15,158.31
908,344.63,158.87
909,348.55,159.62
910,348.8,160.19
911,345.9,160.93
912,343.61,161.51
913,342.16,162.53
914,338.56,159.66
915,337.21,158.52
916,334.24,154.67
917,335.03,152.34
918,335.44,151.29
919,338.64,151.32
920,340.57,150.76
921,341.01,150.38
922,340.49,150.44
923,339.27,153.69
924,344.95,151.4
