frame,u,v
721,81.78,171.15
722,76.73,161.35
723,76.8,160.69
724,12.52,161.95
726,104.18,179.0
727,102.72,176.39
727,2.69,160.43
728,102.98,174.37
728,2.83,158.21
729,101.75,173.67
729,6.35,156.6
730,106.91,174.11
730,7.0,156.41
731,99.01,173.24
731,2.99,159.72
732,105.0,176.87
732,4.54,159.07
733,15.7,161.57
734,17.71,161.42
735,49.67,165.13
736,9.92,156.81
737,10.62,156.17
738,9.95,160.35
739,10.03,161.98
739,163.44,187.25
740,9.73,162.76
740,164.1,187.41
741,8.96,163.07
741,164.23,187.23
742,13.17,161.38
742,164.44,186.68
743,17.07,160.58
743,169.27,186.59
744,18.42,160.39
745,51.97,162.95
746,125.98,168.05
747,140.29,168.51
748,155.38,167.35
749,168.38,167.25
750,182.83,167.39
751,195.51,167.2
752,139.98,165.65
753,142.46,166.67
754,141.95,167.36
755,214.89,168.09
755,139.57,167.89
756,133.17,167.26
757,131.06,167.14
758,130.09,167.58
