frame,u,v
798,431.97,206.0
798,385.49,202.75
799,247.18,191.13
799,334.77,203.59
799,433.06,205.58
800,247.28,189.11
800,422.81,205.93
800,333.57,202.7
801,249.87,189.49
801,422.87,205.2
801,330.01,202.32
802,250.44,189.43
802,432.25,205.38
802,348.65,201.17
803,250.85,188.93
803,434.42,205.66
803,336.33,202.92
804,250.66,188.94
804,435.49,205.49
804,336.99,202.93
805,251.64,188.26
805,346.04,202.15
805,444.51,205.52
806,253.21,189.14
806,348.16,201.92
806,445.95,204.22
807,348.17,202.32
807,444.12,203.35
808,358.85,201.59
809,358.82,200.49
810,358.43,199.87
810,144.29,178.27
811,244.54,192.29
811,358.59,203.52
811,455.43,205.07
811,143.39,179.48
812,358.72,205.87
812,455.19,204.65
812,143.27,179.34
813,348.31,204.46
813,454.22,205.64
813,141.55,180.44
814,347.78,202.95
814,454.0,205.57
814,140.69,180.69
815,347.84,203.32
815,449.1,206.27
815,139.82,180.09
816,347.11,203.22
