frame,u,v
730,347.35,157.54
731,334.32,156.49
732,334.36,155.54
733,334.23,154.43
735,357.53,155.5
736,359.34,156.33
737,389.38,173.14
738,391.52,173.11
739,392.96,173.17
740,391.45,175.27
741,391.67,176.64
742,392.38,176.64
743,396.14,177.52
744,394.4,175.75
745,392.26,175.06
745,348.95,166.87
746,390.5,174.07
746,348.98,161.46
747,387.38,172.61
748,382.87,172.83
749,378.17,172.58
750,374.0,171.59
751,370.6,171.35
752,368.51,170.97
753,366.45,170.87
754,336.98,157.78
755,334.66,157.35
756,333.61,157.23
757,329.6,157.51
758,327.28,157.88
759,354.23,171.88
760,355.55,172.77
761,361.95,173.5
761,508.38,183.17
762,336.75,160.35
763,367.23,172.11
764,343.86,158.31
767,348.03,160.34
768,348.0,159.64
769,347.15,164.41
770,346.4,166.23
771,346.87,168.04
772,346.77,168.76
773,323.86,169.37
774,323.56,168.29
775,323.44,168.15
776,334.49,167.3
777,334.48,161.5
778,323.93,159.12
