frame,u,v
213,319.25,167.0
214,353.29,163.44
214,551.3,205.25
215,359.0,164.14
215,562.59,209.73
216,324.39,163.55
216,563.91,209.99
217,339.21,165.26
217,564.24,210.2
218,340.83,166.15
218,561.68,210.34
219,553.61,210.21
219,336.75,163.23
220,553.01,209.67
220,327.45,167.85
221,357.19,172.83
221,548.23,209.66
222,533.72,211.37
222,348.25,170.35
223,528.05,209.71
223,342.89,176.73
224,338.89,174.03
225,521.88,211.85
225,338.63,173.07
226,522.99,211.79
227,526.13,210.69
227,254.28,167.6
228,249.95,174.18
229,525.52,212.09
229,247.98,177.24
230,522.82,212.46
230,246.33,177.52
231,525.37,211.5
232,523.27,211.51
233,535.19,211.13
233,234.87,171.25
234,528.03,210.09
234,225.58,172.86
235,523.6,210.04
235,355.93,175.41
235,218.41,174.16
236,515.43,208.87
236,354.04,173.56
236,208.92,173.5
237,508.1,208.14
237,347.92,173.81
237,198.84,172.78
238,503.72,208.59
238,379.81,175.96
