frame,u,v
723,266.44,142.23
723,395.75,171.93
724,266.33,142.39
724,395.25,171.41
725,341.24,154.62
725,267.81,135.4
725,395.5,171.64
726,341.16,154.73
726,269.44,134.11
726,395.33,170.84
727,344.19,154.93
727,272.17,139.83
727,405.54,171.22
728,344.39,154.86
728,272.88,141.57
728,405.35,171.67
729,345.88,155.58
729,273.3,142.34
729,405.79,171.4
730,346.26,155.88
730,405.81,172.17
731,346.51,154.28
731,405.67,172.65
732,346.83,153.58
732,279.16,139.01
732,405.71,172.23
733,280.15,141.58
733,405.24,172.16
734,281.47,142.69
734,406.03,171.67
735,355.91,156.83
735,282.41,142.17
735,407.74,172.85
736,357.03,157.36
736,408.35,172.29
737,289.52,141.0
737,408.33,171.98
738,291.69,142.79
738,408.75,171.56
739,358.29,158.15
739,288.25,142.61
739,406.41,171.45
740,359.21,156.93
740,289.26,142.63
741,353.58,157.63
741,395.12,172.85
742,352.41,158.05
742,280.57,143.43
742,394.44,173.34
