frame,u,v
182,550.49,206.78
183,552.53,207.67
184,338.33,162.15
184,554.89,208.02
185,7.22,140.53
185,567.05,211.82
185,332.36,165.39
186,324.9,163.97
186,441.75,172.56
187,1.0,142.58
187,539.41,210.01
187,319.87,158.23
187,431.23,168.78
188,540.02,209.71
188,317.73,157.63
189,540.07,208.23
189,320.57,157.81
189,431.33,165.85
190,539.51,208.47
191,337.07,161.63
191,554.54,207.51
192,338.93,165.22
192,555.56,208.36
193,304.0,166.45
193,558.91,209.17
194,313.73,164.53
196,593.18,211.02
197,597.66,210.91
198,596.7,210.79
199,574.4,208.1
199,456.39,170.39
200,557.41,210.27
200,445.74,201.59
201,546.46,210.4
202,543.65,212.05
203,543.76,212.08
204,555.01,211.71
205,551.61,209.6
206,544.41,208.96
206,432.94,200.24
207,530.39,209.74
208,529.16,205.93
209,531.92,204.4
209,325.04,164.01
210,330.99,160.69
210,536.44,204.3
211,314.75,162.29
211,540.18,204.73
212,317.47,161.41
