frame,u,v
804,161.43,144.75
805,158.95,144.58
806,161.44,145.9
807,158.16,145.2
808,152.81,143.6
809,143.74,142.45
810,141.78,142.09
811,170.97,143.71
812,170.38,143.11
813,169.73,143.31
814,167.21,143.6
815,166.06,144.04
816,164.39,144.74
817,165.1,145.08
818,166.52,145.71
819,165.77,146.08
820,163.09,147.39
821,160.11,148.83
822,161.92,151.05
823,162.77,152.44
824,163.37,154.77
825,162.87,152.99
826,159.98,151.52
827,158.71,149.92
828,158.69,148.98
829,160.14,146.77
830,160.64,145.51
831,161.21,144.86
832,161.61,144.26
833,161.08,144.02
834,160.68,143.73
835,160.61,144.17
836,160.53,144.29
837,158.54,144.27
838,158.32,144.13
839,163.83,145.17
840,166.05,145.45
841,166.17,145.75
842,164.88,145.77
843,163.83,145.82
844,163.57,146.27
845,163.37,146.87
846,163.11,146.67
847,163.75,146.97
848,163.58,147.06
849,159.28,146.18
850,157.47,145.17
851,156.76,144.49
852,157.16,144.24
