frame,u,v
286,364.66,199.99
287,310.39,183.32
287,241.84,183.86
287,173.77,170.48
288,389.45,201.58
288,186.79,169.46
288,322.07,183.99
289,195.18,177.7
289,330.26,187.34
289,392.8,199.56
290,195.65,179.14
290,333.35,189.2
291,195.71,179.61
291,333.75,187.44
291,397.5,200.47
292,192.86,179.19
292,333.07,187.14
292,395.24,199.3
293,190.0,178.59
294,185.84,173.32
295,184.21,174.88
296,184.91,176.83
296,332.85,187.98
297,187.12,177.57
297,336.09,189.74
298,187.34,179.05
298,339.91,191.83
299,180.06,183.09
299,338.11,193.17
300,171.6,181.99
300,334.0,189.94
301,242.04,181.67
301,162.45,185.25
301,389.85,201.43
302,239.72,183.35
302,152.06,184.45
303,231.54,183.25
303,145.99,182.74
304,228.12,181.95
304,138.97,180.99
305,260.21,183.97
305,135.0,179.0
305,348.61,193.66
306,353.58,193.05
306,234.98,182.5
306,136.32,179.96
307,239.27,182.19
307,140.18,181.48
308,245.33,186.15
