frame,u,v
643,372.11,171.78
643,260.56,152.84
644,371.94,169.73
644,264.89,150.33
644,330.58,158.02
645,382.8,168.18
645,266.61,149.09
645,329.78,157.18
646,382.83,168.03
646,268.2,155.15
647,381.67,167.6
647,267.86,150.66
648,381.15,166.99
648,268.7,149.06
648,330.61,156.17
649,382.73,167.97
649,268.79,152.12
650,383.1,169.39
650,269.04,153.04
651,383.29,170.4
651,268.13,154.14
652,383.42,171.03
652,268.63,155.76
653,383.51,171.31
653,302.43,157.3
654,383.56,170.75
654,301.19,156.26
655,383.45,170.79
655,300.29,155.26
656,383.33,170.48
656,300.43,155.12
657,383.47,171.06
657,300.61,154.74
658,383.19,170.84
658,300.52,154.53
659,383.68,171.44
659,301.12,154.63
660,383.82,172.17
660,300.66,154.55
661,383.9,172.59
661,260.56,149.45
661,330.55,157.75
662,383.98,172.78
662,260.1,150.14
662,330.52,157.7
663,384.77,172.48
663,260.24,151.98
663,330.29,158.54
664,384.9,171.36
