frame,u,v
926,348.34,155.5
927,348.4,157.77
928,348.0,159.91
929,346.19,162.03
930,345.32,163.67
931,342.65,166.35
932,341.0,166.8
933,340.56,166.86
934,340.61,166.63
935,341.22,164.53
936,341.0,164.91
937,337.56,162.58
938,334.75,162.11
939,333.28,162.34
940,331.68,162.56
941,329.63,163.95
942,326.45,163.54
943,324.83,162.97
944,324.69,162.5
945,324.63,161.86
946,324.06,161.83
947,321.57,160.72
948,321.14,161.32
948,246.66,164.51
949,323.26,162.56
949,247.13,164.62
950,324.16,163.11
950,247.24,164.76
951,324.35,162.76
951,259.01,164.76
952,322.44,161.69
952,246.22,164.83
953,321.31,160.94
953,245.64,165.18
954,321.62,161.02
954,244.44,165.11
955,321.46,161.43
955,243.4,164.37
956,321.22,161.78
956,243.47,165.27
957,321.6,162.36
957,243.63,165.08
958,324.24,163.24
958,243.32,165.09
959,327.26,164.34
959,263.43,166.02
960,329.78,165.32
961,332.29,165.49
962,333.75,165.94
