frame,u,v
239,373.58,175.98
239,179.19,173.49
240,492.25,208.16
240,370.61,176.18
241,484.96,202.82
241,368.19,171.16
242,361.36,166.41
243,478.37,197.75
243,358.06,165.53
244,477.63,196.25
244,356.76,161.0
245,477.48,194.72
245,356.21,157.7
246,477.56,193.96
246,320.96,158.48
247,477.67,192.73
247,321.87,165.77
248,479.38,194.62
248,321.27,156.64
249,480.3,194.95
249,322.03,164.71
250,479.33,192.63
250,322.72,165.53
250,21.07,122.71
251,480.14,194.05
251,321.17,164.09
251,9.5,122.86
252,479.13,193.48
252,318.97,158.18
252,1.0,120.56
253,354.25,162.33
253,1.0,123.62
254,316.67,162.46
254,1.0,123.22
254,463.19,190.3
255,315.63,160.85
255,1.0,122.21
255,459.16,188.96
256,312.98,163.49
256,1.0,121.05
257,311.19,163.53
258,310.63,164.57
258,453.96,190.56
259,311.19,164.6
259,450.5,189.75
260,313.01,165.71
261,309.26,165.94
262,305.73,168.68
262,442.89,190.33
