frame,u,v
491,162.38,161.41
492,341.67,140.4
492,162.53,162.37
493,340.47,140.07
493,162.61,162.08
494,162.32,161.83
495,162.08,162.02
496,161.98,161.88
497,161.53,161.76
498,219.38,162.65
498,160.48,159.92
499,219.59,162.82
499,159.7,159.39
500,219.45,163.14
500,159.57,159.26
501,219.69,163.39
501,159.01,158.88
502,220.33,161.46
502,159.44,156.05
503,429.8,48.86
503,159.3,156.65
503,220.49,162.37
504,159.45,157.23
504,220.78,163.7
505,159.11,159.18
505,222.06,166.98
506,159.01,159.23
506,222.02,166.57
507,222.27,167.26
508,564.22,84.65
508,221.81,166.96
509,566.0,94.94
509,223.2,169.04
510,223.11,169.39
510,1.13,86.44
511,222.21,170.78
511,2.67,90.65
512,222.21,171.59
512,3.53,93.78
513,221.59,173.28
513,1.07,93.83
514,221.53,174.38
514,0.29,95.66
515,221.59,175.17
515,0.65,99.29
516,237.42,178.89
517,234.06,177.8
518,234.36,177.22
519,234.23,177.43
