frame,u,v
227,75.64,148.8
227,377.62,163.52
228,379.5,163.52
228,86.66,148.95
228,199.47,159.31
229,379.73,163.13
229,86.4,147.88
229,196.15,155.38
230,64.76,147.52
230,367.95,162.87
230,183.71,155.31
231,67.15,152.8
231,370.56,165.06
231,185.15,160.57
232,63.72,152.73
232,370.9,163.42
232,185.96,160.14
233,63.46,153.98
233,372.01,164.63
233,186.34,159.28
234,71.96,154.26
234,373.15,165.29
234,186.58,158.84
235,61.9,152.8
235,366.4,162.26
235,185.36,160.41
236,59.09,152.61
236,360.67,161.86
236,187.45,161.84
237,53.98,149.29
237,360.82,161.91
237,174.16,156.79
238,49.71,149.12
238,358.68,160.84
238,173.19,156.43
239,37.12,149.29
239,355.58,160.69
240,25.06,148.83
240,351.43,160.63
241,23.3,147.34
241,348.05,160.2
242,344.6,159.44
242,14.23,147.13
243,343.22,159.09
243,13.44,147.39
244,344.37,159.14
244,11.13,146.91
245,343.48,159.18
245,12.49,147.51
