frame,u,v
963,334.72,166.27
963,245.86,164.41
964,335.57,166.59
964,276.17,164.52
965,341.53,171.52
965,281.04,168.41
966,342.58,172.56
966,284.07,169.32
967,341.5,166.56
967,285.55,167.31
968,340.3,164.47
968,285.74,166.0
969,342.19,168.85
969,286.05,165.62
970,342.7,170.62
970,285.61,165.19
971,342.9,170.65
971,285.24,165.32
972,343.82,171.26
972,284.27,165.09
973,344.57,171.6
973,285.05,164.89
974,334.59,172.02
975,335.38,171.48
976,335.57,170.94
977,336.08,171.59
977,284.4,168.14
978,336.24,171.78
978,284.85,168.31
979,336.13,170.27
980,335.35,168.25
981,332.57,167.57
982,331.13,168.71
983,331.24,170.59
984,330.83,169.23
985,332.34,168.5
986,334.33,167.7
987,334.38,168.14
987,285.92,162.04
988,344.5,169.33
988,285.43,162.62
989,345.5,169.67
990,344.54,170.27
991,342.97,170.19
991,284.0,163.24
992,341.45,168.68
992,282.96,162.65
993,338.83,168.44
993,282.4,162.7
