frame,u,v
801,322.51,186.79
802,169.37,150.25
802,311.68,187.99
802,262.7,173.75
803,159.13,148.48
803,311.59,187.83
803,253.35,171.66
804,154.04,146.74
804,311.69,187.2
804,250.3,170.47
805,154.1,142.51
805,247.66,170.34
806,269.95,170.57
807,269.03,169.14
808,265.23,168.41
808,335.71,190.33
809,117.32,130.78
809,249.27,164.81
809,336.41,192.45
810,97.2,125.49
810,239.49,161.58
810,334.88,190.52
811,323.18,187.65
811,219.09,152.22
812,325.19,188.53
812,210.69,149.24
813,326.68,188.54
813,1.0,83.1
814,1.0,86.33
814,319.75,188.19
815,1.0,85.23
816,1.0,77.14
816,297.56,187.73
817,1.0,72.67
817,288.17,186.91
818,288.31,186.9
819,342.35,184.23
820,343.4,184.83
823,343.81,183.3
824,344.02,182.39
825,344.07,182.53
827,341.93,183.62
828,336.17,183.14
829,334.35,181.77
830,333.36,180.61
831,332.68,180.36
832,332.71,179.83
833,337.19,180.2
835,339.37,179.71
