frame,u,v
309,250.43,187.95
309,144.58,182.0
310,259.15,187.58
310,147.88,180.18
311,263.78,180.7
311,153.14,178.16
312,414.03,198.04
312,270.14,178.24
312,156.35,174.9
313,273.5,176.92
313,156.49,173.1
313,357.3,187.55
314,275.0,177.73
314,154.91,173.03
314,359.76,189.93
315,275.14,183.94
315,146.24,174.1
316,415.27,200.91
316,273.72,180.66
316,137.9,175.46
316,358.19,191.59
317,357.73,193.47
317,271.32,183.55
317,130.86,176.47
318,270.09,185.8
318,121.05,175.18
319,268.05,186.69
319,111.63,173.29
320,266.07,182.26
320,102.56,171.18
321,264.4,180.08
321,93.04,168.95
322,261.28,178.84
322,81.39,165.46
323,253.2,177.49
323,66.4,159.8
324,248.61,176.34
324,51.84,155.79
325,331.53,190.96
325,246.94,176.61
325,44.96,155.85
326,332.68,191.26
326,247.48,176.43
326,34.59,154.01
327,335.83,188.69
327,255.53,176.83
327,31.84,151.87
328,396.65,199.35
328,255.37,176.44
