frame,u,v
665,238.88,193.89
666,236.16,195.06
667,304.38,191.62
667,229.89,186.89
668,227.45,186.16
669,237.79,184.61
670,233.27,183.78
671,257.6,193.25
672,303.93,197.65
672,536.16,197.63
673,306.08,203.0
673,537.86,201.37
674,308.75,204.93
674,536.71,203.45
675,308.51,204.61
675,534.6,206.05
676,319.46,203.51
676,533.34,208.37
677,318.59,204.37
678,317.46,204.5
678,556.3,199.57
679,319.7,203.96
679,556.97,199.59
680,320.73,204.53
680,557.4,198.78
681,321.76,201.78
681,557.78,198.17
682,257.47,196.47
682,556.09,199.37
683,254.45,195.49
683,555.27,199.48
684,321.77,202.12
685,285.54,202.59
685,538.68,201.07
686,286.03,202.79
686,536.3,199.98
687,286.04,202.65
687,215.44,177.56
688,323.74,202.78
688,214.02,177.0
689,230.74,190.73
690,262.47,196.85
691,260.84,198.44
692,218.8,192.91
693,213.14,191.29
693,510.06,196.07
694,168.46,181.78
694,249.0,200.21
695,173.92,181.87
