frame,u,v
669,346.25,190.42
670,339.04,190.27
671,337.11,189.24
672,325.22,184.43
673,322.13,183.31
674,327.49,183.43
675,334.63,183.13
675,67.3,170.2
676,312.12,183.24
676,65.97,171.02
677,311.71,183.12
677,399.85,193.37
677,62.17,172.26
678,321.84,182.7
678,76.62,178.95
679,332.77,183.51
680,318.47,184.15
680,402.44,192.9
680,59.35,179.37
681,300.76,183.46
681,401.82,191.12
681,46.68,171.01
682,269.58,182.9
683,317.92,188.32
683,232.43,184.87
684,232.34,184.46
685,282.43,187.32
686,280.9,186.35
686,395.53,184.09
687,376.82,182.8
687,281.85,184.53
688,383.15,182.78
688,283.87,182.99
689,386.11,182.96
689,281.89,182.27
690,384.69,181.62
690,291.76,182.98
691,291.22,184.37
691,388.2,181.42
692,291.94,185.78
692,391.43,182.58
693,292.69,184.85
693,401.37,182.53
694,293.44,183.83
695,293.84,183.69
696,294.32,185.96
697,293.25,187.26
697,393.66,183.15
698,286.84,186.77
