frame,u,v
263,440.4,194.09
264,432.6,193.87
264,292.18,164.86
265,429.29,194.46
265,288.81,168.62
266,423.26,191.56
266,285.46,168.46
267,421.45,189.84
267,284.32,168.07
268,391.27,172.7
268,284.47,168.69
269,428.18,191.73
269,285.48,169.34
270,425.47,191.16
270,288.96,167.93
271,440.75,192.36
271,292.16,167.57
272,439.89,196.74
272,294.61,171.4
273,439.9,197.35
273,296.49,171.99
274,297.91,177.62
275,440.57,202.53
275,298.21,182.16
276,440.97,203.45
276,298.57,184.11
277,439.93,204.05
277,258.42,186.72
278,250.2,189.27
278,356.2,188.26
279,432.72,215.38
279,242.09,186.68
279,346.63,188.2
280,340.8,189.6
280,217.72,185.74
281,333.38,190.34
281,207.69,185.71
282,322.51,188.31
282,250.21,189.47
282,194.37,181.32
283,182.1,181.52
283,313.65,190.34
284,162.89,177.11
284,307.67,189.35
284,366.48,203.23
285,164.58,178.08
285,304.72,187.75
285,364.27,202.34
286,167.08,173.29
