frame,u,v
882,1.0,120.56
882,359.86,200.24
882,453.21,180.95
883,1.0,143.61
883,349.41,200.36
883,455.91,182.46
884,349.65,199.92
884,457.19,183.27
885,348.37,200.71
885,441.97,183.89
886,347.41,201.07
886,442.68,184.49
887,347.36,200.66
887,443.4,183.25
888,347.09,200.83
888,454.87,182.59
889,347.1,201.57
889,442.64,182.82
890,347.74,201.84
890,443.45,186.59
891,349.05,203.23
891,444.0,184.6
892,349.41,203.12
892,458.16,184.91
893,361.18,201.22
894,373.72,202.49
894,482.46,187.48
895,373.96,200.71
895,480.08,186.04
896,383.96,200.93
896,479.86,185.96
897,374.27,200.89
897,478.99,188.94
898,373.09,200.67
898,481.68,186.87
899,372.51,202.02
899,482.9,187.04
900,371.64,202.99
900,469.21,186.51
901,371.43,202.51
901,469.22,190.38
902,371.45,202.55
902,469.85,187.69
903,371.35,205.77
903,482.72,186.74
904,468.67,188.35
905,469.08,189.91
906,478.63,189.86
907,479.19,190.25
