frame,u,v
391,334.65,162.7
392,150.88,173.52
392,335.05,162.85
393,151.14,173.66
393,334.81,162.5
394,151.0,174.76
394,334.8,162.31
395,334.66,162.39
396,334.51,162.06
397,325.55,162.24
398,375.88,162.18
398,324.83,172.18
399,374.34,162.27
399,324.14,172.1
400,147.35,173.16
400,375.76,163.41
400,324.42,173.18
401,324.43,162.92
402,160.92,175.2
402,384.03,162.84
402,335.38,174.9
403,336.48,163.52
404,336.62,163.17
405,349.23,172.7
406,358.01,172.32
406,413.39,161.17
407,359.09,172.24
407,416.15,158.86
408,359.87,172.13
408,417.46,157.2
409,359.37,171.69
409,417.79,157.65
410,358.79,171.55
410,417.71,157.55
411,358.71,171.0
411,418.28,156.74
412,358.66,170.23
412,420.26,156.95
413,358.85,171.03
413,420.78,158.65
414,358.48,171.72
414,420.78,158.61
415,359.25,172.12
415,423.08,157.67
416,360.27,172.07
416,426.88,156.45
417,361.05,172.04
417,428.9,156.88
418,362.42,172.0
