frame,u,v
265,147.94,150.91
265,335.43,155.13
265,50.67,153.19
266,51.39,150.55
266,332.95,155.84
267,332.28,155.34
267,134.9,150.12
268,331.8,154.95
269,332.4,153.98
270,333.31,153.49
271,336.5,155.47
271,142.83,150.13
272,150.98,158.64
272,339.6,156.42
273,12.06,112.97
273,344.21,156.46
274,349.8,157.27
274,23.73,118.46
275,173.79,158.98
275,39.49,117.94
275,354.71,155.91
276,174.02,158.31
276,39.41,114.35
276,355.23,155.18
277,174.27,157.62
277,41.9,113.75
277,356.21,154.47
278,175.1,157.39
278,47.89,112.69
278,358.57,155.05
279,175.05,156.69
279,359.4,155.28
279,48.33,113.42
280,174.81,156.87
280,45.18,120.29
280,356.93,152.78
281,174.13,156.63
281,41.36,116.35
281,355.2,152.14
282,163.65,155.81
282,29.18,114.28
282,349.21,154.62
283,27.05,113.67
283,345.59,155.62
284,23.07,119.87
284,342.49,154.77
285,160.57,156.41
285,16.43,121.6
285,340.4,155.02
