frame,u,v
286,338.5,154.63
286,12.05,122.6
287,151.32,156.59
287,333.76,155.78
287,9.43,122.55
288,151.11,157.03
288,331.46,154.91
288,7.7,124.02
289,151.26,157.22
289,7.3,125.07
289,330.0,154.95
290,151.19,158.89
290,6.65,126.83
290,329.93,156.05
291,151.41,161.03
291,329.64,157.46
291,6.49,129.97
292,151.41,161.49
292,328.89,158.36
292,5.73,132.53
293,1.0,130.09
293,149.13,158.27
293,322.04,155.67
294,1.0,127.98
294,319.09,154.87
294,148.74,157.26
295,1.0,127.82
295,315.1,153.08
295,148.58,157.28
296,313.05,151.46
296,1.45,127.06
297,311.47,150.42
297,0.07,126.95
297,137.44,155.47
298,310.83,150.58
298,1.0,127.27
298,137.54,155.25
299,310.67,151.06
299,1.0,127.04
299,137.55,155.4
300,310.62,150.29
300,1.0,127.66
300,137.68,155.22
301,307.14,149.5
301,1.0,127.93
301,137.22,152.76
302,306.33,148.87
302,1.0,129.2
303,308.81,148.96
