frame,u,v
463,164.08,139.93
463,258.62,141.46
464,329.92,141.76
464,162.42,138.77
465,330.32,141.52
465,160.88,137.7
466,331.81,143.09
466,160.64,140.08
467,331.98,143.18
467,159.66,141.13
468,332.48,143.3
468,159.52,138.54
469,332.94,143.6
469,159.53,135.7
470,333.05,142.29
470,159.49,134.02
471,333.43,140.76
471,160.0,132.94
472,333.73,140.05
472,159.83,133.46
473,333.95,139.14
473,158.69,134.09
474,336.14,139.48
474,158.59,134.0
475,338.13,139.46
475,158.68,131.87
476,338.96,138.54
476,159.61,131.0
477,338.34,138.82
477,159.08,127.81
478,338.8,138.46
478,158.88,128.11
479,158.73,127.82
480,158.9,127.09
481,159.12,125.51
482,159.07,124.69
483,159.24,122.42
484,159.38,119.7
485,159.31,119.82
486,340.81,107.84
486,159.52,159.66
487,340.29,106.8
487,210.26,161.52
488,341.03,96.83
488,161.24,159.87
489,342.51,99.08
489,162.12,159.85
490,341.03,142.14
490,162.22,159.2
