frame,u,v
323,284.02,139.16
323,185.35,142.99
324,283.89,138.2
324,185.72,145.18
325,284.66,137.74
325,185.09,144.64
326,289.82,137.28
327,295.03,136.85
328,299.37,136.97
329,301.11,136.45
330,301.64,136.24
331,302.66,137.22
332,303.63,136.0
333,304.88,135.9
334,304.41,135.17
334,248.66,165.76
335,303.71,137.17
335,247.47,162.38
336,303.26,138.22
336,247.06,160.89
337,302.81,137.8
338,302.01,139.78
338,247.88,165.14
339,301.75,140.39
339,248.39,165.58
340,301.17,140.23
340,248.31,165.16
341,301.55,140.73
341,247.34,164.14
342,301.9,139.65
342,247.14,163.63
343,302.0,137.71
343,245.04,163.72
344,302.06,137.34
344,244.62,163.74
345,301.95,137.01
345,244.21,164.02
346,302.29,138.72
347,302.27,138.58
347,197.01,149.72
348,302.56,137.81
348,222.54,163.87
349,302.8,136.71
349,222.93,163.61
349,161.56,133.48
350,302.76,135.67
350,222.65,160.11
350,160.46,133.6
351,302.24,136.77
