frame,u,v
555,385.63,171.45
555,238.22,134.59
556,386.96,171.84
556,232.15,138.04
557,227.1,139.51
558,225.43,149.6
558,371.27,171.7
559,371.56,171.67
560,205.75,149.93
560,371.43,171.78
561,200.71,150.47
561,371.16,171.91
562,198.04,149.63
562,370.87,171.7
563,194.46,147.8
563,371.19,171.87
564,192.82,148.49
564,371.11,171.99
565,187.48,148.37
565,370.19,172.12
566,182.96,148.41
566,370.32,172.66
567,180.08,147.24
567,369.65,172.72
568,176.87,145.96
568,369.59,172.81
569,173.64,142.9
569,369.27,172.28
570,173.5,145.22
570,368.95,172.15
571,171.55,142.15
571,369.8,172.71
572,170.69,137.83
572,370.29,172.95
573,167.66,140.84
573,370.63,173.29
574,170.08,141.23
574,372.53,172.0
575,171.45,140.66
575,373.08,172.07
576,382.03,171.27
577,371.07,172.04
578,150.21,138.74
578,370.69,172.5
579,370.65,172.69
580,371.64,173.05
581,372.26,173.23
582,372.41,172.29
583,372.67,171.94
