frame,u,v
498,235.61,163.52
499,332.32,188.95
499,225.46,160.31
500,220.66,157.67
501,217.86,155.48
502,215.4,155.28
503,202.63,152.91
504,195.21,153.2
505,189.24,153.82
506,184.67,153.76
514,14.69,127.61
516,265.03,164.72
518,231.06,135.16
526,319.4,185.15
528,297.97,183.63
529,298.16,184.57
532,323.79,189.01
533,330.12,188.43
534,305.03,185.25
535,307.8,184.91
536,315.31,173.63
538,300.88,178.74
539,300.04,180.25
540,298.13,181.26
541,294.31,178.88
542,289.04,177.27
543,284.55,176.59
544,280.19,175.15
545,273.99,168.39
547,253.98,170.59
548,247.66,169.21
549,249.19,172.32
550,254.82,176.13
551,257.9,177.27
559,6.81,131.73
560,10.81,130.16
561,13.48,128.26
562,22.32,124.55
563,26.35,114.74
564,33.91,107.88
565,38.48,104.43
566,21.7,88.2
567,0.86,79.55
568,8.18,75.45
569,34.08,89.76
572,371.83,187.74
578,329.34,155.74
579,337.46,151.51
580,345.73,148.43
