frame,u,v
909,309.07,165.02
909,214.85,152.53
910,309.89,165.35
910,213.96,151.95
911,310.57,165.83
911,214.57,151.19
912,311.24,165.94
912,214.25,150.12
913,215.3,149.95
914,217.54,151.56
915,319.28,170.03
915,217.05,152.31
916,321.09,169.58
916,218.59,152.55
917,323.98,168.83
917,221.89,151.94
918,324.94,169.14
918,220.57,151.02
919,219.44,151.68
920,322.46,167.44
920,215.47,150.76
921,321.83,168.29
921,206.68,151.1
922,313.26,168.66
922,200.47,151.07
923,313.6,168.56
923,237.57,150.81
924,313.12,168.17
924,236.22,150.87
925,312.91,165.87
925,235.6,151.11
926,318.97,167.74
926,235.65,151.93
927,319.09,168.99
927,232.49,149.43
928,320.39,169.32
928,233.55,149.18
929,321.67,169.54
929,235.04,147.59
930,322.8,171.5
930,234.36,147.47
931,322.92,171.35
931,233.54,148.53
932,322.57,170.41
932,230.71,147.55
933,323.0,169.7
933,229.11,145.99
934,323.47,169.49
934,260.56,154.14
